Date (m/d/y);Day;Time;Sample;CI2-T 80ft (PPM);CI2-T 1100 ft (PPM);Difference
26/01/05;2;3:25;581;1;0.5;0.5
26/01/05;2;3:26;582;1;0.49;0.51
26/01/05;2;3:27;583;1;0.5;0.5
26/01/05;2;3:28;584;0.99;0.5;0.49
26/01/05;2;3:29;585;0.99;0.49;0.5
26/01/05;2;3:30;586;0.99;0.49;0.5
26/01/05;2;3:31;587;0.99;0.49;0.5
26/01/05;2;3:32;588;0.99;0.52;0.47
26/01/05;2;3:33;589;1;0.52;0.48
26/01/05;2;3:34;590;1;0.84;0.16
26/01/05;2;3:35;591;1;0.83;0.17
26/01/05;2;3:36;592;0.99;0.83;0.16
26/01/05;2;3:37;593;0.99;0.96;0.03
26/01/05;2;3:38;594;0.99;0.96;0.03
26/01/05;2;3:39;595;0.99;0.99;0
26/01/05;2;3:40;596;0.99;0.99;0
26/01/05;2;3:41;597;0.99;0.99;0
26/01/05;2;3:42;598;0.99;1;-0.01
26/01/05;2;3:43;599;1;1;0
26/01/05;2;3:44;600;1;1;0
26/01/05;2;3:45;601;1;1.01;-0.01
26/01/05;2;3:46;602;1;1;0
26/01/05;2;3:47;603;1;1.01;-0.01
26/01/05;2;3:48;604;1;1.01;-0.01
26/01/05;2;3:49;605;1;1.02;-0.02
26/01/05;2;3:50;606;1;1.02;-0.02
26/01/05;2;3:51;607;0.99;1.02;-0.03
26/01/05;2;3:52;608;0.99;1.01;-0.02
26/01/05;2;3:53;609;1;1.01;-0.01
26/01/05;2;3:54;610;1;1.02;-0.02
26/01/05;2;3:55;611;1;1.02;-0.02
26/01/05;2;3:56;612;1;1.02;-0.02
26/01/05;2;3:57;613;1;1.01;-0.01
26/01/05;2;3:58;614;1;1.01;-0.01
26/01/05;2;3:59;615;1;1.01;-0.01
26/01/05;2;4:00;616;0.99;1.01;-0.02
