Date (m/d/y);Day;Time;Sample;pH 80ft;pH 1100ft;Difference
26/01/05;2;3:06;564;6.98;8.73;-1.75
26/01/05;2;3:07;565;6.99;8.72;-1.73
26/01/05;2;3:08;566;6.98;8.72;-1.74
26/01/05;2;3:09;567;6.99;8.73;-1.74
26/01/05;2;3:10;568;6.99;8.72;-1.73
26/01/05;2;3:11;569;6.98;8.72;-1.74
26/01/05;2;3:12;570;6.99;8.7;-1.71
26/01/05;2;3:13;571;7.01;8.66;-1.65
26/01/05;2;3:14;572;7.05;8.59;-1.54
26/01/05;2;3:15;573;7.1;8.54;-1.44
26/01/05;2;3:16;574;7.13;8.48;-1.35
26/01/05;2;3:17;575;7.13;8.45;-1.32
26/01/05;2;3:18;576;7.15;8.43;-1.28
26/01/05;2;3:19;577;7.15;8.41;-1.26
26/01/05;2;3:20;578;7.16;8.39;-1.23
26/01/05;2;3:21;579;7.16;8.38;-1.22
26/01/05;2;3:22;580;7.16;8.38;-1.22
26/01/05;2;3:23;581;7.15;8.37;-1.22
26/01/05;2;3:24;582;7.16;8.37;-1.21
26/01/05;2;3:25;583;7.16;8.37;-1.21
26/01/05;2;3:26;584;7.16;8.36;-1.2
26/01/05;2;3:27;585;7.16;8.36;-1.2
26/01/05;2;3:28;586;7.16;8.36;-1.2
26/01/05;2;3:29;587;7.15;8.36;-1.21
26/01/05;2;3:30;588;7.16;8.36;-1.2
26/01/05;2;3:31;589;7.15;8.4;-1.25
26/01/05;2;3:32;590;7.15;8.46;-1.31
26/01/05;2;3:33;591;7.16;8.52;-1.36
26/01/05;2;3:34;592;7.15;8.58;-1.43
26/01/05;2;3:35;593;7.16;8.61;-1.45
26/01/05;2;3:36;594;7.15;8.65;-1.5
26/01/05;2;3:37;595;7.16;8.66;-1.5
26/01/05;2;3:38;596;7.16;8.68;-1.52
26/01/05;2;3:39;597;7.16;8.68;-1.52
26/01/05;2;3:40;598;7.16;8.69;-1.53
26/01/05;2;3:41;599;7.16;8.69;-1.53
26/01/05;2;3:42;600;7.16;8.7;-1.54
26/01/05;2;3:43;601;7.17;8.7;-1.53
26/01/05;2;3:44;602;7.16;8.7;-1.54
26/01/05;2;3:45;603;7.17;8.7;-1.53
26/01/05;2;3:46;604;7.16;8.71;-1.55
26/01/05;2;3:47;605;7.16;8.71;-1.55
26/01/05;2;3:48;606;7.17;8.71;-1.54
26/01/05;2;3:49;607;7.17;8.71;-1.54
26/01/05;2;3:50;608;7.16;8.71;-1.55
26/01/05;2;3:51;609;7.17;8.72;-1.55
26/01/05;2;3:52;610;7.17;8.71;-1.54
26/01/05;2;3:53;611;7.17;8.71;-1.54
26/01/05;2;3:54;612;7.17;8.71;-1.54
26/01/05;2;3:55;613;7.17;8.71;-1.54
26/01/05;2;3:56;614;7.17;8.72;-1.55
26/01/05;2;3:57;615;7.17;8.72;-1.55
26/01/05;2;3:58;616;7.17;8.71;-1.54
26/01/05;2;3:59;617;7.16;8.71;-1.55
26/01/05;2;4:00;618;7.16;8.72;-1.56
