date(m/d/y);time;day;concentration;chloride_80ft(mg/L);chloride_1100ft(mg/L);sp_cond_80ft(µS/cm);sp_cond_1100ft(µS/cm);do_80ft(mg/L);do_1100ft(mg/L)
26/01/05;14:50;2;3.0;16.23;17.88;286;289;14.61;13.44
26/01/05;14:51;2;3.0;16.32;17.90;286;289;14.64;13.45
26/01/05;14:52;2;3.0;16.52;17.87;287;288;14.71;13.41
26/01/05;14:53;2;3.0;16.66;17.85;287;288;14.70;13.48
26/01/05;14:54;2;3.0;16.74;17.89;287;289;14.63;13.41
26/01/05;14:55;2;3.0;16.77;17.92;287;289;14.67;13.42
26/01/05;14:56;2;3.0;16.83;17.91;287;289;14.67;13.45
26/01/05;14:57;2;3.0;16.86;17.91;287;289;14.63;13.49
26/01/05;14:58;2;3.0;16.87;17.89;287;289;14.70;13.49
26/01/05;14:59;2;3.0;16.87;17.90;287;288;14.65;13.44
26/01/05;15:00;2;3.0;16.89;17.92;287;288;14.66;13.45
26/01/05;15:01;2;3.0;16.90;17.88;287;288;14.66;13.48
26/01/05;15:02;2;3.0;16.93;17.89;287;288;14.73;13.44
26/01/05;15:03;2;3.0;16.93;17.86;287;288;14.66;13.42
26/01/05;15:04;2;3.0;16.95;17.88;287;288;14.65;13.41
26/01/05;15:05;2;3.0;16.91;17.87;287;288;14.69;13.38
26/01/05;15:06;2;3.0;16.97;17.87;287;288;14.61;13.45
26/01/05;15:07;2;3.0;17.00;17.88;287;288;14.66;13.42
26/01/05;15:08;2;3.0;17.00;17.87;287;289;14.69;13.43
26/01/05;15:09;2;3.0;17.04;17.91;287;289;14.67;13.37
26/01/05;15:10;2;3.0;16.97;17.88;287;289;14.62;13.46
26/01/05;15:11;2;3.0;17.02;17.92;287;288;14.64;13.46
26/01/05;15:12;2;3.0;17.00;18.01;287;289;14.64;13.48
26/01/05;15:13;2;3.0;16.93;18.14;287;289;14.62;13.44
26/01/05;15:14;2;3.0;16.81;18.21;287;289;14.67;13.50
26/01/05;15:15;2;3.0;16.69;18.24;287;289;14.67;13.48
26/01/05;15:16;2;3.0;16.67;18.16;287;289;14.64;13.49
26/01/05;15:17;2;3.0;16.62;18.30;287;289;14.70;13.50
26/01/05;15:18;2;3.0;16.63;18.25;287;289;14.70;13.42
26/01/05;15:19;2;3.0;16.56;18.28;287;289;14.63;13.49
26/01/05;15:20;2;3.0;16.53;18.31;287;289;14.63;13.44
26/01/05;15:21;2;3.0;16.55;18.30;287;289;14.64;13.48
26/01/05;15:22;2;3.0;16.50;18.31;287;289;14.61;13.48
26/01/05;15:23;2;3.0;16.49;18.28;287;289;14.63;13.43
26/01/05;15:24;2;3.0;16.50;18.30;286;289;14.61;13.49
26/01/05;15:25;2;3.0;16.43;18.32;287;289;14.64;13.53
26/01/05;15:26;2;3.0;16.45;18.31;287;289;14.64;13.45
26/01/05;15:27;2;3.0;16.45;18.33;287;289;14.61;13.45
26/01/05;15:28;2;3.0;16.44;18.28;287;289;14.62;13.41
26/01/05;15:29;2;3.0;16.43;18.33;287;289;14.57;13.43
26/01/05;15:30;2;3.0;16.38;18.31;287;289;14.58;13.47
26/01/05;15:31;2;3.0;16.46;18.35;287;289;14.63;13.45
26/01/05;15:32;2;3.0;16.44;18.32;287;289;14.63;13.44
26/01/05;15:33;2;3.0;16.44;18.30;287;289;14.64;13.46
26/01/05;15:34;2;3.0;16.43;18.21;287;289;14.64;13.45
26/01/05;15:35;2;3.0;16.35;18.12;286;289;14.61;13.39
26/01/05;15:36;2;3.0;16.40;18.10;287;289;14.66;13.49
26/01/05;15:37;2;3.0;16.40;18.03;287;289;14.59;13.40
26/01/05;15:38;2;3.0;16.40;17.97;286;289;14.61;13.41
26/01/05;15:39;2;3.0;16.38;17.98;286;289;14.62;13.41
26/01/05;15:40;2;3.0;16.35;17.96;286;289;14.61;13.47
26/01/05;15:41;2;3.0;16.38;17.94;286;289;14.61;13.46
26/01/05;15:42;2;3.0;16.39;17.94;287;289;14.53;13.42
26/01/05;15:43;2;3.0;16.39;17.91;287;289;14.58;13.43
26/01/05;15:44;2;3.0;16.36;17.93;287;289;14.56;13.42
26/01/05;15:45;2;3.0;16.32;17.92;286;289;14.60;13.46
26/01/05;15:46;2;3.0;16.37;17.92;287;289;14.57;13.39
26/01/05;15:47;2;3.0;16.37;17.90;286;289;14.59;13.38
26/01/05;15:48;2;3.0;16.37;17.90;286;288;14.59;13.47
26/01/05;15:49;2;3.0;16.35;17.90;287;289;14.59;13.39
26/01/05;15:50;2;3.0;16.32;17.91;286;289;14.56;13.42
26/01/05;15:51;2;3.0;16.38;17.91;287;289;14.57;13.41
26/01/05;15:52;2;3.0;16.37;17.89;287;289;14.58;13.45
26/01/05;15:53;2;3.0;16.36;17.87;287;289;14.62;13.41
26/01/05;15:54;2;3.0;16.35;17.91;287;289;14.61;13.44
26/01/05;15:55;2;3.0;16.36;17.94;287;289;14.62;13.49
26/01/05;15:56;2;3.0;16.37;17.93;287;289;14.61;13.39
26/01/05;15:57;2;3.0;16.38;17.92;287;289;14.58;13.37
26/01/05;15:58;2;3.0;16.37;17.90;287;289;14.59;13.42
26/01/05;15:59;2;3.0;16.35;17.91;287;289;14.62;13.39
26/01/05;16:00;2;3.0;16.31;17.87;287;289;14.61;13.39
