date;date(m/d/y);time;day;concentration;chloride_80ft(mg/L);chloride_1100ft(mg/L);CL2_80ft(PPM);CL2_1100ft(PPM);DO_YSI_80ft(mg/L);DO_YSI_1100ft(mg/L);FreeClorine_ATI_80ft(PPM);FreeClorine_ATI_1100ft(PPM);ORP_YSI_80ft(mV);ORP_YSI_1100ft(mV);pH_YSI_80ft;pH_YSI_1100ft;sp_cond_YSI_80ft(µS/cm);sp_cond_YSI_1100ft(µS/cm);turbidity_YSI_80ft(NTU+);turbidity_YSI_1100ft(NTU+)
3/11/05 16:14;3/11/05;16.14;1;2.6;25.27;29.58;1.2;1.2;11.87;11.39;1.06;0.94;688;749;8.7;8.76;338;337;0.6;-0.7
3/11/05 16:15;3/11/05;16.15;1;2.6;25.31;29.59;1.2;1.21;11.86;11.39;1.05;0.94;688;748;8.7;8.78;338;337;0.6;-0.7
3/11/05 16:16;3/11/05;16.16;1;2.6;25.32;29.56;1.2;1.21;11.87;11.39;1.06;0.93;688;748;8.7;8.77;338;337;0.5;-0.7
3/11/05 16:17;3/11/05;16.17;1;2.6;25.33;29.56;1.2;1.21;11.86;11.39;1.06;0.94;688;747;8.7;8.78;338;337;0.6;-0.7
3/11/05 16:18;3/11/05;16.18;1;2.6;25.31;29.59;1.2;1.21;11.85;11.4;1.06;0.93;688;747;8.7;8.79;338;337;0.5;-0.7
3/11/05 16:19;3/11/05;16.19;1;2.6;25.25;29.57;1.2;1.21;11.86;11.4;1.06;0.93;688;747;8.7;8.79;338;337;0.6;-0.7
3/11/05 16:20;3/11/05;16.20;1;2.6;25.29;29.54;1.2;1.21;11.87;11.41;1.06;0.94;688;747;8.7;8.79;338;337;0.6;-0.7
3/11/05 16:21;3/11/05;16.21;1;2.6;25.28;29.41;1.2;1.21;11.87;11.4;1.05;0.94;688;747;8.71;8.78;338;337;0.6;-0.7
3/11/05 16:22;3/11/05;16.22;1;2.6;25.28;29.46;1.2;1.21;11.87;11.4;1.06;0.93;688;747;8.7;8.78;338;337;0.6;-0.7
3/11/05 16:23;3/11/05;16.23;1;2.6;25.33;29.59;1.2;1.22;11.86;11.4;1.06;0.93;688;746;8.7;8.78;338;337;0.5;-0.7
3/11/05 16:24;3/11/05;16.24;1;2.6;25.22;29.49;1.2;1.22;11.86;11.4;1.06;0.94;688;746;8.71;8.79;338;336;0.5;-0.7
3/11/05 16:25;3/11/05;16.25;1;2.6;25.32;29.46;1.2;1.22;11.87;11.4;1.05;0.93;688;746;8.71;8.79;338;336;0.6;-0.7
3/11/05 16:26;3/11/05;16.26;1;2.6;25.34;29.56;1.2;1.22;11.87;11.41;1.06;0.94;688;746;8.7;8.79;338;337;0.6;-0.7
3/11/05 16:27;3/11/05;16.27;1;2.6;25.31;29.57;1.2;1.22;11.88;11.4;1.06;0.93;688;746;8.7;8.79;338;337;0.6;-0.7
3/11/05 16:28;3/11/05;16.28;1;2.6;25.3;29.58;1.2;1.22;11.87;11.41;1.06;0.94;687;746;8.71;8.8;338;337;0.6;-0.7
3/11/05 16:29;3/11/05;16.29;1;2.6;25.24;29.46;1.2;1.22;11.87;11.4;1.06;0.94;687;746;8.7;8.79;338;336;0.6;-0.7
3/11/05 16:30;3/11/05;16.30;1;2.6;25.33;29.57;1.2;1.22;11.88;11.41;1.06;0.94;687;746;8.7;8.79;338;337;0.6;-0.7
3/11/05 16:31;3/11/05;16.31;1;2.6;25.34;29.56;1.2;1.22;11.88;11.42;1.06;0.93;687;746;8.7;8.79;338;337;0.6;-0.7
3/11/05 16:32;3/11/05;16.32;1;2.6;25.33;29.61;1.2;1.22;11.88;11.41;1.06;0.94;687;746;8.71;8.79;338;337;0.5;-0.7
3/11/05 16:33;3/11/05;16.33;1;2.6;25.32;29.44;1.2;1.22;11.89;11.41;1.06;0.94;687;746;8.71;8.79;338;336;0.6;-0.7
3/11/05 16:34;3/11/05;16.34;1;2.6;25.18;29.43;1.2;1.22;11.88;11.42;1.06;0.94;687;746;8.7;8.8;338;336;0.6;-0.7
3/11/05 16:35;3/11/05;16.35;1;2.6;25.3;29.58;1.2;1.22;11.87;11.4;1.06;0.94;687;745;8.71;8.79;338;337;0.6;-0.7
3/11/05 16:36;3/11/05;16.36;1;2.6;25.3;29.45;1.2;1.22;11.89;11.42;1.06;0.94;687;746;8.71;8.8;338;336;0.5;-0.7
3/11/05 16:37;3/11/05;16.37;1;2.6;25.35;29.58;1.2;1.22;11.9;11.4;1.06;0.94;687;745;8.7;8.8;338;337;0.5;-0.7
3/11/05 16:38;3/11/05;16.38;1;2.6;25.31;29.58;1.2;1.22;11.88;11.41;1.06;0.94;687;745;8.7;8.8;338;337;0.6;-0.7
3/11/05 16:39;3/11/05;16.39;1;2.6;25.26;29.56;1.2;1.22;11.87;11.41;1.06;0.94;687;745;8.71;8.79;338;337;0.5;-0.7
3/11/05 16:40;3/11/05;16.40;1;2.6;25.3;29.6;1.2;1.22;11.88;11.41;1.06;0.94;687;745;8.71;8.79;338;337;0.6;-0.7
3/15/05 10:15;3/15/05;10.15;2;0.0;29.33;37.73;1.11;1.13;11.97;6.04;1.02;0.97;669;727;8.73;8.84;348;347;0.5;-0.7
3/15/05 10:16;3/15/05;10.16;2;0.0;29.26;37.72;1.11;1.13;11.96;6.04;1.01;0.96;669;728;8.73;8.84;348;348;0.5;-0.7
3/15/05 10:17;3/15/05;10.17;2;0.0;29.29;37.72;1.11;1.13;12.00;6.03;1.02;0.97;669;728;8.73;8.84;348;348;0.6;-0.7
3/15/05 10:18;3/15/05;10.18;2;0.0;29.26;37.53;1.11;1.13;11.99;6.04;1.01;0.97;669;728;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:19;3/15/05;10.19;2;0.0;29.22;37.75;1.11;1.13;11.94;6.04;1.01;0.96;669;728;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:20;3/15/05;10.20;2;0.0;29.32;37.72;1.11;1.13;11.96;6.04;1.01;0.96;669;728;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:21;3/15/05;10.21;2;0.0;29.35;37.77;1.11;1.13;12.01;6.05;1.01;0.96;669;728;8.73;8.84;348;347;0.7;-0.7
3/15/05 10:22;3/15/05;10.22;2;0.0;29.37;37.82;1.11;1.12;12.00;6.03;1.02;0.96;670;728;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:23;3/15/05;10.23;2;0.0;29.35;37.88;1.11;1.12;11.98;6.03;1.02;0.96;670;728;8.72;8.84;348;347;0.5;-0.7
3/15/05 10:24;3/15/05;10.24;2;0.0;29.27;37.84;1.11;1.12;12.00;6.04;1.01;0.96;670;728;8.73;8.84;348;347;0.5;-0.7
3/15/05 10:25;3/15/05;10.25;2;0.0;29.39;37.9;1.11;1.12;11.94;6.03;1.02;0.96;670;728;8.73;8.85;348;347;0.6;-0.7
3/15/05 10:26;3/15/05;10.26;2;0.0;29.37;37.91;1.11;1.12;11.95;6.03;1.01;0.96;670;728;8.73;8.85;348;347;0.6;-0.7
3/15/05 10:27;3/15/05;10.27;2;0.0;29.36;37.9;1.11;1.12;12.00;6.03;1.02;0.96;670;728;8.73;8.84;348;348;0.6;-0.7
3/15/05 10:28;3/15/05;10.28;2;0.0;29.36;37.71;1.11;1.12;11.94;6.04;1.01;0.96;670;729;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:29;3/15/05;10.29;2;0.0;29.32;37.89;1.11;1.12;11.99;6.03;1.01;0.96;670;729;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:30;3/15/05;10.30;2;0.0;29.37;37.68;1.11;1.12;11.98;6.03;1.02;0.96;670;729;8.72;8.84;348;347;0.5;-0.7
3/15/05 10:31;3/15/05;10.31;2;0.0;29.39;37.7;1.11;1.12;11.99;6.04;1.02;0.96;670;729;8.72;8.85;348;347;0.6;-0.7
3/15/05 10:32;3/15/05;10.32;2;0.0;29.41;37.77;1.11;1.13;11.95;6.03;1.02;0.96;670;729;8.73;8.85;348;347;0.5;-0.7
3/15/05 10:33;3/15/05;10.33;2;0.0;29.44;37.93;1.11;1.13;11.94;6.02;1.02;0.96;670;729;8.73;8.85;348;347;0.5;-0.7
3/15/05 10:34;3/15/05;10.34;2;0.0;29.37;37.96;1.12;1.13;11.93;6.02;1.01;0.96;670;729;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:35;3/15/05;10.35;2;0.0;29.48;37.83;1.12;1.13;11.99;6.03;1.02;0.96;670;729;8.72;8.84;348;347;0.5;-0.7
3/15/05 10:36;3/15/05;10.36;2;0.0;29.43;37.96;1.12;1.13;12.00;6.03;1.01;0.96;670;729;8.72;8.85;348;348;0.6;-0.7
3/15/05 10:37;3/15/05;10.37;2;0.0;29.47;38.01;1.12;1.13;11.93;6.03;1.02;0.96;670;729;8.72;8.85;348;348;0.6;-0.7
3/15/05 10:38;3/15/05;10.38;2;0.0;29.44;38.08;1.11;1.13;11.97;6.03;1.02;0.96;670;729;8.72;8.85;348;348;0.5;-0.7
3/15/05 10:39;3/15/05;10.39;2;0.0;29.42;37.97;1.11;1.13;11.94;6.04;1.02;0.96;670;729;8.73;8.85;348;348;0.5;-0.7
3/15/05 10:40;3/15/05;10.40;2;0.0;29.49;37.8;1.11;1.13;12.01;6.03;1.02;0.95;670;730;8.73;8.84;348;348;0.5;-0.7
3/15/05 10:41;3/15/05;10.41;2;0.0;29.5;37.73;1.11;1.13;12.00;6.04;1.02;0.96;670;730;8.73;8.85;348;347;0.6;-0.7
3/15/05 10:42;3/15/05;10.42;2;0.0;29.46;37.93;1.11;1.13;12.00;6.03;1.02;0.96;670;730;8.72;8.85;348;347;0.5;-0.7
3/15/05 10:43;3/15/05;10.43;2;0.0;29.44;38.03;1.11;1.13;12.01;6.04;1.02;0.95;670;730;8.72;8.85;348;348;0.6;-0.7
3/15/05 10:44;3/15/05;10.44;2;0.0;29.44;37.72;1.11;1.13;11.96;6.06;1.02;0.96;670;730;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:45;3/15/05;10.45;2;0.0;29.54;37.72;1.11;1.13;11.97;6.06;1.02;0.96;670;730;8.73;8.84;348;347;0.5;-0.7
3/15/05 10:46;3/15/05;10.46;2;0.8;29.58;37.7;1.11;1.13;11.98;6.03;1.02;0.96;670;730;8.72;8.85;348;347;0.5;-0.7
3/15/05 10:47;3/15/05;10.47;2;0.8;29.56;37.7;1.11;1.13;11.98;6.02;1.02;0.96;670;730;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:48;3/15/05;10.48;2;0.8;29.53;37.74;1.11;1.13;12.02;6.02;1.02;0.96;670;730;8.73;8.85;348;347;0.6;-0.7
3/15/05 10:49;3/15/05;10.49;2;0.8;29.41;37.73;1.12;1.13;11.97;6.05;1.01;0.95;670;730;8.72;8.85;348;347;0.5;-0.7
3/15/05 10:50;3/15/05;10.50;2;0.8;29.48;37.42;1.12;1.13;11.92;6.04;1.01;0.96;670;730;8.73;8.84;348;347;0.6;-0.7
3/15/05 10:51;3/15/05;10.51;2;0.8;29.41;37.35;1.12;1.13;11.97;6.05;1.01;0.95;670;730;8.72;8.84;348;347;0.6;-0.7
3/15/05 10:52;3/15/05;10.52;2;0.8;29.46;37.41;1.12;1.14;11.98;6.03;1.02;0.95;670;730;8.72;8.85;348;347;0.5;-0.7
3/15/05 10:53;3/15/05;10.53;2;0.8;29.44;37.42;1.12;1.13;11.94;6.03;1.02;0.95;670;731;8.72;8.84;348;347;0.6;-0.7
3/15/05 10:54;3/15/05;10.54;2;0.8;29.37;37.44;1.11;1.13;11.95;6.04;1.01;0.96;670;731;8.72;8.85;349;347;0.6;-0.7
3/15/05 10:55;3/15/05;10.55;2;0.8;29.49;37.4;1.11;1.13;11.96;6.03;1.01;0.95;670;731;8.72;8.84;348;347;0.6;-0.7
3/15/05 10:56;3/15/05;10.56;2;0.8;29.49;37.38;1.11;1.13;11.98;6.03;1.01;0.95;670;731;8.72;8.84;348;347;0.5;-0.7
3/15/05 10:57;3/15/05;10.57;2;0.8;29.47;37.44;1.11;1.13;11.97;6.03;1.01;0.95;670;731;8.71;8.84;348;347;0.6;-0.7
3/15/05 10:58;3/15/05;10.58;2;0.8;29.48;37.42;1.11;1.13;11.93;6.03;1.01;0.95;670;731;8.71;8.84;348;347;0.5;-0.7
3/15/05 10:59;3/15/05;10.59;2;0.8;29.41;37.43;1.11;1.13;11.96;6.03;1.01;0.95;671;731;8.71;8.85;348;347;0.5;-0.7
3/15/05 11:00;3/15/05;11.00;2;0.8;29.5;37.38;1.11;1.13;11.94;6.03;1.01;0.96;671;731;8.71;8.84;348;347;0.6;-0.7
3/15/05 11:01;3/15/05;11.01;2;0.8;29.53;37.31;1.11;1.13;11.99;6.02;1.01;0.95;671;731;8.71;8.84;348;347;0.6;-0.7
3/15/05 11:02;3/15/05;11.02;2;0.8;29.5;37.31;1.11;1.13;12.01;6.03;1.01;0.95;671;731;8.71;8.84;348;347;0.6;-0.7
3/15/05 11:03;3/15/05;11.03;2;0.8;29.6;37.59;1.11;1.13;11.96;6.03;1.01;0.95;671;731;8.71;8.85;348;347;0.6;-0.7
3/15/05 11:04;3/15/05;11.04;2;0.8;29.45;37.36;1.11;1.13;11.93;6.02;1.01;0.95;671;731;8.71;8.85;348;347;0.6;-0.7
3/15/05 11:05;3/15/05;11.05;2;0.8;29.56;37.33;1.1;1.13;11.93;6.03;1.01;0.95;671;731;8.71;8.84;348;347;0.5;-0.7
3/15/05 11:06;3/15/05;11.06;2;0.8;29.52;37.33;1.11;1.13;11.96;6.03;1.01;0.95;671;731;8.71;8.84;348;347;0.5;-0.7
3/15/05 11:07;3/15/05;11.07;2;0.8;29.51;37.36;1.11;1.13;11.96;6.02;1.01;0.95;671;731;8.71;8.84;348;347;0.5;-0.7
3/15/05 11:08;3/15/05;11.08;2;0.8;29.6;37.34;1.11;1.13;11.94;6.01;1.01;0.95;671;731;8.7;8.85;349;347;0.6;-0.7
3/15/05 11:09;3/15/05;11.09;2;0.8;29.47;37.31;1.11;1.13;11.94;6.03;1.01;0.95;671;732;8.71;8.84;348;347;0.5;-0.7
3/15/05 11:10;3/15/05;11.10;2;0.8;29.52;37.33;1.11;1.13;11.96;6.02;1.01;0.95;671;732;8.71;8.85;348;347;0.5;-0.7
3/15/05 11:11;3/15/05;11.11;2;0.8;29.57;37.28;1.11;1.13;11.95;6.02;1.02;0.95;671;732;8.71;8.84;348;347;0.6;-0.7
3/15/05 11:12;3/15/05;11.12;2;0.8;29.55;37.27;1.11;1.13;11.94;6.02;1.02;0.94;671;732;8.7;8.84;348;347;0.6;-0.7
3/15/05 11:13;3/15/05;11.13;2;0.8;29.61;37.47;1.11;1.13;11.95;6.02;1.02;0.94;671;732;8.7;8.84;348;347;0.6;-0.7
3/15/05 11:14;3/15/05;11.14;2;0.8;29.53;37.27;1.11;1.13;11.95;6.02;1.02;0.94;671;732;8.71;8.84;348;347;0.6;-0.7
3/15/05 11:15;3/15/05;11.15;2;0.8;29.63;37.29;1.11;1.13;11.96;6.04;1.02;0.94;671;732;8.71;8.85;348;347;0.6;-0.7
3/15/05 11:16;3/15/05;11.16;2;0.8;29.65;37.54;1.11;1.13;11.94;6.04;1.02;0.94;671;732;8.71;8.84;348;347;0.5;-0.7
3/15/05 11:17;3/15/05;11.17;2;0.8;29.67;37.47;1.11;1.13;11.99;6.01;1.02;0.94;671;732;8.72;8.83;348;347;0.6;-0.7
3/15/05 11:18;3/15/05;11.18;2;0.8;29.64;37.27;1.11;1.13;11.97;6.02;1.02;0.94;671;732;8.72;8.83;348;347;0.6;-0.7
3/15/05 11:19;3/15/05;11.19;2;0.8;29.57;37.28;1.12;1.13;12.01;6.01;1.02;0.94;670;732;8.72;8.83;348;347;0.6;-0.7
3/15/05 11:20;3/15/05;11.20;2;0.8;29.57;37.3;1.12;1.13;11.97;6.01;1.02;0.94;670;733;8.72;8.83;348;347;0.6;-0.7
3/15/05 11:21;3/15/05;11.21;2;0.8;29.68;37.56;1.12;1.13;11.95;6.01;1.02;0.94;670;733;8.72;8.83;348;348;0.6;-0.7
3/15/05 11:22;3/15/05;11.22;2;0.8;29.64;37.47;1.12;1.13;11.96;6.00;1.02;0.95;670;733;8.72;8.83;348;347;0.6;-0.7
3/15/05 11:23;3/15/05;11.23;2;0.8;29.62;37.29;1.12;1.13;11.95;6.01;1.02;0.94;670;733;8.72;8.82;348;347;0.5;-0.7
3/15/05 11:24;3/15/05;11.24;2;0.8;29.54;37.29;1.12;1.13;11.99;6.01;1.02;0.94;670;733;8.72;8.83;348;347;0.5;-0.7
3/15/05 11:25;3/15/05;11.25;2;0.8;29.67;37.23;1.12;1.13;11.99;6.00;1.02;0.94;670;733;8.72;8.82;348;347;0.5;-0.7
3/15/05 11:26;3/15/05;11.26;2;0.8;29.66;37.53;1.12;1.13;11.92;6.01;1.02;0.94;669;733;8.73;8.83;348;348;0.5;-0.7
3/15/05 11:27;3/15/05;11.27;2;0.8;29.66;37.25;1.12;1.14;11.9;6.00;1.02;0.94;669;733;8.72;8.83;348;347;0.5;-0.7
3/15/05 11:28;3/15/05;11.28;2;0.8;29.63;37.22;1.12;1.13;11.98;6.00;1.02;0.94;669;734;8.72;8.82;348;347;0.6;-0.7
3/15/05 11:29;3/15/05;11.29;2;0.8;29.53;37.43;1.12;1.13;11.94;6.00;1.02;0.94;669;733;8.73;8.83;348;347;0.6;-0.7
3/15/05 11:30;3/15/05;11.30;2;0.8;29.64;37.24;1.12;1.13;11.94;6.01;1.02;0.94;669;734;8.72;8.82;348;347;0.5;-0.7
3/15/05 11:31;3/15/05;11.31;2;0.8;29.7;37.51;1.12;1.13;11.95;6.00;1.02;0.94;669;734;8.72;8.83;348;348;0.5;-0.7
3/15/05 11:32;3/15/05;11.32;2;0.8;29.61;37.28;1.12;1.13;11.9;5.99;1.02;0.94;669;734;8.72;8.83;348;347;0.7;-0.7
3/15/05 11:33;3/15/05;11.33;2;0.8;29.65;37.26;1.12;1.13;11.96;5.99;1.02;0.94;669;734;8.72;8.82;348;347;0.5;-0.7
3/15/05 11:34;3/15/05;11.34;2;0.8;29.55;37.26;1.12;1.13;11.92;6.00;1.02;0.94;669;734;8.73;8.82;348;347;0.6;-0.7
3/15/05 11:35;3/15/05;11.35;2;0.8;29.65;37.24;1.12;1.13;11.96;6.00;1.02;0.94;669;734;8.73;8.82;348;347;0.6;-0.7
3/15/05 11:36;3/15/05;11.36;2;0.8;29.68;37.16;1.12;1.13;11.96;6.00;1.02;0.94;669;734;8.73;8.83;348;347;0.6;-0.7
3/15/05 11:37;3/15/05;11.37;2;0.8;29.71;37.49;1.12;1.13;12.00;6.00;1.02;0.95;669;734;8.72;8.84;348;348;0.6;-0.7
3/15/05 11:38;3/15/05;11.38;2;0.8;29.71;37.43;1.12;1.13;11.99;6.01;1.02;0.94;669;734;8.73;8.83;348;348;0.6;-0.7
3/15/05 11:39;3/15/05;11.39;2;0.8;29.64;37.44;1.12;1.14;12.00;6.00;1.02;0.94;669;734;8.72;8.84;348;347;0.5;-0.7
3/15/05 11:40;3/15/05;11.40;2;0.8;29.75;37.44;1.12;1.13;11.94;6.00;1.02;0.94;669;734;8.73;8.84;348;347;0.5;-0.7
3/15/05 11:41;3/15/05;11.41;2;0.8;29.73;37.41;1.12;1.13;11.98;6.00;1.02;0.94;670;733;8.73;8.84;348;347;0.5;-0.7
3/15/05 11:42;3/15/05;11.42;2;0.8;29.71;37.44;1.12;1.14;11.93;6.00;1.02;0.94;670;733;8.73;8.84;348;347;0.5;-0.7
3/15/05 11:43;3/15/05;11.43;2;0.8;29.73;37.45;1.12;1.14;11.97;5.99;1.02;0.94;670;733;8.73;8.84;348;348;0.5;-0.7
3/15/05 11:44;3/15/05;11.44;2;0.8;29.67;37.43;1.12;1.13;11.94;5.99;1.02;0.94;670;733;8.72;8.84;348;348;0.6;-0.7
3/15/05 11:45;3/15/05;11.45;2;0.8;29.74;37.44;1.12;1.13;11.92;5.99;1.02;0.94;670;733;8.73;8.84;348;348;0.6;-0.7
3/15/05 11:46;3/15/05;11.46;2;0.8;29.73;37.4;1.12;1.13;11.97;6.00;1.02;0.94;670;733;8.73;8.84;348;348;0.6;-0.7
3/15/05 11:47;3/15/05;11.47;2;0.8;29.68;37.35;1.11;1.13;11.92;5.99;1.02;0.94;670;733;8.72;8.84;348;348;0.6;-0.7
3/15/05 11:48;3/15/05;11.48;2;0.8;29.66;37.39;1.11;1.13;11.94;5.99;1.02;0.94;670;733;8.72;8.84;348;347;0.6;-0.7
3/15/05 11:49;3/15/05;11.49;2;0.8;29.58;37.35;1.11;1.13;11.99;5.99;1.02;0.94;670;733;8.73;8.84;349;347;0.6;-0.7
3/15/05 11:50;3/15/05;11.50;2;0.8;29.67;37.33;1.11;1.13;11.95;5.99;1.02;0.94;670;734;8.73;8.84;348;347;0.6;-0.7
3/15/05 11:51;3/15/05;11.51;2;0.8;29.68;37.3;1.11;1.13;11.98;5.99;1.02;1.01;670;734;8.73;8.84;348;347;0.6;-0.7
3/15/05 11:52;3/15/05;11.52;2;0.8;29.65;37.42;1.11;1.13;11.96;5.98;1.02;0.76;670;734;8.73;8.84;348;347;0.5;-0.7
3/15/05 11:53;3/15/05;11.53;2;0.8;29.69;37.33;1.11;1.13;11.99;5.99;1.02;0.73;670;734;8.72;8.84;348;347;0.6;-0.7
3/15/05 11:54;3/15/05;11.54;2;0.8;29.56;37.36;1.12;1.13;12.02;5.99;1.02;0.72;669;734;8.73;8.84;348;347;0.5;-0.7
3/15/05 11:55;3/15/05;11.55;2;0.8;29.69;37.38;1.12;1.13;11.99;5.99;1.02;0.71;669;734;8.73;8.84;348;347;0.5;-0.7
3/15/05 11:56;3/15/05;11.56;2;0.8;29.68;37.29;1.12;1.14;11.98;5.99;1.02;0.69;669;734;8.72;8.85;348;347;0.5;-0.7
3/15/05 11:57;3/15/05;11.57;2;0.8;29.65;37.33;1.12;1.14;11.93;5.99;1.02;0.68;669;734;8.72;8.84;348;347;0.5;-0.7
3/15/05 11:58;3/15/05;11.58;2;0.8;29.71;37.38;1.12;1.13;11.98;5.98;1.02;0.89;669;734;8.72;8.84;348;347;0.5;-0.7
3/15/05 11:59;3/15/05;11.59;2;0.8;29.59;37.45;1.12;1.13;11.95;5.97;1.02;0.78;669;734;8.72;8.85;349;348;0.5;-0.7
3/15/05 12:00;3/15/05;12.00;2;0.8;29.77;37.45;1.12;1.13;11.92;5.99;1.02;0.71;669;734;8.72;8.84;348;348;0.6;-0.7
3/15/05 13:55;3/15/05;13.55;2;0.0;29.77;36.95;1.13;1.14;11.94;5.91;1.02;1.00;673;737;8.71;8.84;348;348;0.6;-0.7
3/15/05 13:56;3/15/05;13.56;2;0.0;29.75;36.89;1.13;1.14;11.94;5.92;1.03;1.00;673;738;8.71;8.84;348;348;0.6;-0.7
3/15/05 13:57;3/15/05;13.57;2;0.0;29.79;36.92;1.13;1.14;11.95;5.91;1.02;1.00;673;738;8.71;8.84;348;348;0.5;-0.7
3/15/05 13:58;3/15/05;13.58;2;0.0;29.79;36.92;1.13;1.14;11.94;5.91;1.03;1.00;673;738;8.71;8.83;348;348;0.6;-0.7
3/15/05 13:59;3/15/05;13.59;2;0.0;29.67;36.88;1.12;1.14;11.9;5.9;1.02;1.00;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:00;3/15/05;14.00;2;0.0;29.7;36.81;1.12;1.14;11.93;5.9;1.02;1.00;673;738;8.71;8.83;348;347;0.5;-0.7
3/15/05 14:01;3/15/05;14.01;2;0.0;29.66;36.78;1.12;1.14;11.99;5.91;1.02;1.00;673;738;8.71;8.83;348;347;0.6;-0.7
3/15/05 14:02;3/15/05;14.02;2;0.0;29.78;36.86;1.12;1.14;11.95;5.91;1.02;1.00;673;738;8.71;8.83;348;347;0.6;-0.7
3/15/05 14:03;3/15/05;14.03;2;0.0;29.77;36.91;1.12;1.14;11.92;5.9;1.02;1.00;673;738;8.71;8.84;348;348;0.5;-0.7
3/15/05 14:04;3/15/05;14.04;2;0.0;29.66;36.84;1.12;1.14;11.92;5.91;1.02;1.00;673;738;8.71;8.83;348;348;0.6;-0.7
3/15/05 14:05;3/15/05;14.05;2;0.0;29.74;36.9;1.12;1.14;11.9;5.91;1.03;1.00;673;738;8.71;8.84;348;348;0.5;-0.7
3/15/05 14:06;3/15/05;14.06;2;0.0;29.77;36.86;1.12;1.14;11.98;5.91;1.03;1.00;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:07;3/15/05;14.07;2;0.0;29.74;36.86;1.12;1.14;11.94;5.92;1.02;1.00;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:08;3/15/05;14.08;2;0.0;29.72;36.92;1.12;1.14;11.94;5.91;1.02;1.00;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:09;3/15/05;14.09;2;0.0;29.65;36.87;1.12;1.13;11.94;5.9;1.02;1.00;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:10;3/15/05;14.10;2;0.0;29.73;36.89;1.12;1.13;11.95;5.9;1.02;1.00;673;738;8.71;8.83;348;348;0.5;-0.8
3/15/05 14:11;3/15/05;14.11;2;0.0;29.75;36.86;1.11;1.14;11.99;5.9;1.02;1.00;673;738;8.7;8.83;348;348;0.5;-0.7
3/15/05 14:12;3/15/05;14.12;2;0.0;29.73;36.88;1.11;1.13;11.95;5.89;1.02;0.99;673;738;8.71;8.83;348;348;0.6;-0.7
3/15/05 14:13;3/15/05;14.13;2;0.0;29.72;36.89;1.11;1.13;12.00;5.9;1.02;1.00;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:14;3/15/05;14.14;2;0.0;29.69;36.84;1.11;1.14;11.95;5.9;1.02;1.00;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:15;3/15/05;14.15;2;0.0;29.73;36.91;1.11;1.14;11.94;5.91;1.02;0.99;673;738;8.71;8.83;348;348;0.6;-0.7
3/15/05 14:16;3/15/05;14.16;2;0.0;29.72;36.85;1.12;1.14;12.01;5.9;1.02;1.00;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:17;3/15/05;14.17;2;0.0;29.7;36.86;1.12;1.14;11.97;5.9;1.02;0.99;673;738;8.7;8.83;348;348;0.5;-0.7
3/15/05 14:18;3/15/05;14.18;2;0.0;29.72;36.88;1.12;1.14;12.01;5.89;1.02;1.00;673;738;8.71;8.83;348;348;0.6;-0.7
3/15/05 14:19;3/15/05;14.19;2;0.0;29.61;36.88;1.12;1.14;12.00;5.89;1.02;0.99;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:20;3/15/05;14.20;2;0.0;29.68;36.89;1.12;1.14;11.97;5.89;1.01;0.99;673;738;8.71;8.83;348;348;0.6;-0.7
3/15/05 14:21;3/15/05;14.21;2;0.0;29.72;36.84;1.12;1.14;11.98;5.89;1.02;0.99;673;738;8.72;8.83;348;348;0.6;-0.7
3/15/05 14:22;3/15/05;14.22;2;0.0;29.66;36.86;1.12;1.14;11.95;5.89;1.02;0.99;673;738;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:23;3/15/05;14.23;2;0.0;29.71;36.87;1.12;1.14;11.97;5.89;1.01;0.99;673;738;8.71;8.83;348;348;0.6;-0.7
3/15/05 14:24;3/15/05;14.24;2;0.0;29.59;36.9;1.11;1.14;11.91;5.89;1.02;0.99;673;738;8.72;8.83;348;348;0.6;-0.7
3/15/05 14:25;3/15/05;14.25;2;0.0;29.69;36.84;1.11;1.14;12.03;5.9;1.01;0.99;673;739;8.71;8.83;348;348;0.5;-0.7
3/15/05 14:26;3/15/05;14.26;2;1.3;29.66;36.82;1.11;1.14;11.95;5.89;1.01;0.99;673;739;8.71;8.83;348;348;0.5;-0.7
