date;date(m/d/y);time;day;concentration;chloride_80ft(mg/L);chloride_1100ft(mg/L);difference_chloride;CL2_80ft(PPM);CL2_1100ft(PPM);difference_CL2;DO_YSI_80ft(mg/L);DO_YSI_1100ft(mg/L);difference_DO_YSI;FreeClorine_ATI_80ft(PPM);FreeClorine_ATI_1100ft(PPM);difference_FreeClorine_ATI;FreeClorine_X_80ft(PPM);FreeClorine_X_1100ft(PPM);difference_FreeClorine_X;ORP_YSI_80ft(mV);ORP_YSI_1100ft(mV);difference_ORP_YSI;pH_YSI_80ft;pH_YSI_1100ft;difference_pH;sp_cond_YSI_80ft(µS/cm);sp_cond_YSI_1100ft(µS/cm);difference_sp_cond_YSI;turbidity_YSI_80ft(NTU+);turbidity_YSI_1100ft(NTU+);difference_turbidity
26/01/05 14:00;26/01/05;14.00;2;1.5;16.34;17.97;1.63;0.99;1.02;0.03;14.68;13.47;-1.21;0.87;0.84;-0.03;1.02;0.9;-0.12;624;737;113;7.15;8.72;1.57;287;288;1;0.5;0.0;-0.5
26/01/05 14:01;26/01/05;14.01;2;1.5;16.34;17.91;1.57;1.00;1.02;0.02;14.69;13.44;-1.25;0.88;0.85;-0.03;1.00;0.9;-0.1;624;737;113;7.14;8.72;1.58;286;288;2;0.8;0.0;-0.8
26/01/05 14:02;26/01/05;14.02;2;1.5;16.35;17.91;1.56;1.00;1.02;0.02;14.71;13.46;-1.25;0.87;0.85;-0.02;1.00;0.9;-0.1;624;737;113;7.14;8.72;1.58;286;288;2;0.9;0.0;-0.9
26/01/05 14:03;26/01/05;14.03;2;1.5;16.31;17.89;1.58;0.99;1.03;0.04;14.62;13.46;-1.16;0.87;0.84;-0.03;0.97;0.9;-0.07;624;737;113;7.14;8.72;1.58;286;288;2;0.8;0.0;-0.8
26/01/05 14:04;26/01/05;14.04;2;1.5;16.32;17.91;1.59;0.99;1.02;0.03;14.65;13.42;-1.23;0.88;0.85;-0.03;0.93;0.9;-0.03;623;737;114;7.14;8.72;1.58;287;288;1;0.8;0.0;-0.8
26/01/05 14:05;26/01/05;14.05;2;1.5;16.29;17.90;1.61;0.99;1.02;0.03;14.69;13.49;-1.2;0.88;0.85;-0.03;0.95;0.9;-0.05;623;737;114;7.14;8.72;1.58;286;288;2;0.5;0.0;-0.5
26/01/05 14:06;26/01/05;14.06;2;1.5;16.32;17.91;1.59;0.99;1.02;0.03;14.64;13.46;-1.18;0.87;0.84;-0.03;0.93;0.9;-0.03;623;737;114;7.15;8.72;1.57;287;288;1;0.8;0.0;-0.8
26/01/05 14:07;26/01/05;14.07;2;1.5;16.35;17.92;1.57;0.99;1.03;0.04;14.62;13.43;-1.19;0.88;0.85;-0.03;0.94;0.9;-0.04;623;737;114;7.15;8.72;1.57;286;288;2;0.8;0.0;-0.8
26/01/05 14:08;26/01/05;14.08;2;1.5;16.32;17.90;1.58;1.00;1.02;0.02;14.68;13.39;-1.29;0.88;0.84;-0.04;0.94;0.9;-0.04;623;737;114;7.15;8.72;1.57;287;288;1;0.8;0.0;-0.8
26/01/05 14:09;26/01/05;14.09;2;1.5;16.32;17.95;1.63;1.00;1.01;0.01;14.68;13.39;-1.29;0.87;0.85;-0.02;0.92;0.91;-0.01;623;737;114;7.15;8.72;1.57;287;288;1;0.8;0.1;-0.7
26/01/05 14:10;26/01/05;14.10;2;1.5;16.29;17.92;1.63;1.00;1.01;0.01;14.68;13.42;-1.26;0.88;0.85;-0.03;0.94;0.9;-0.04;623;737;114;7.15;8.72;1.57;287;289;2;0.6;0.1;-0.5
26/01/05 14:11;26/01/05;14.11;2;1.5;16.34;17.93;1.59;1.00;1.01;0.01;14.67;13.44;-1.23;0.88;0.85;-0.03;0.92;0.9;-0.02;623;737;114;7.14;8.72;1.58;287;288;1;0.9;0.1;-0.8
26/01/05 14:12;26/01/05;14.12;2;1.5;16.35;17.93;1.58;1.00;1.03;0.03;14.70;13.43;-1.27;0.87;0.84;-0.03;0.94;0.9;-0.04;623;737;114;7.14;8.72;1.58;286;289;3;0.8;0.1;-0.7
26/01/05 14:13;26/01/05;14.13;2;1.5;16.33;17.90;1.57;0.99;1.03;0.04;14.69;13.45;-1.24;0.88;0.84;-0.04;0.94;0.9;-0.04;623;737;114;7.15;8.72;1.57;286;289;3;0.8;0.1;-0.7
26/01/05 14:14;26/01/05;14.14;2;1.5;16.34;17.90;1.56;0.99;1.02;0.03;14.67;13.44;-1.23;0.88;0.84;-0.04;0.92;0.9;-0.02;623;737;114;7.14;8.72;1.58;286;288;2;0.9;0.0;-0.9
26/01/05 14:15;26/01/05;14.15;2;1.5;16.25;17.90;1.65;0.99;1.02;0.03;14.70;13.46;-1.24;0.88;0.85;-0.03;0.93;0.9;-0.03;622;736;114;7.15;8.72;1.57;286;288;2;0.6;0.0;-0.6
26/01/05 14:15;26/01/05;14.15;2;0.0;16.25;17.90;1.65;0.99;1.02;0.03;14.73;13.47;-1.26;0.88;0.85;-0.03;0.93;0.9;-0.03;622;736;114;7.15;8.72;1.57;286;288;2;0.6;0.0;-0.6
26/01/05 14:16;26/01/05;14.16;2;0.0;16.33;17.90;1.57;1.00;1.02;0.02;14.69;13.45;-1.24;0.88;0.84;-0.04;0.92;0.9;-0.02;623;736;113;7.14;8.72;1.58;286;288;2;0.8;0.0;-0.8
26/01/05 14:17;26/01/05;14.17;2;0.0;16.33;17.92;1.59;1.00;1.02;0.02;14.71;13.44;-1.27;0.87;0.84;-0.03;0.93;0.91;-0.02;623;736;113;7.14;8.72;1.58;287;288;1;0.8;0.0;-0.8
26/01/05 14:18;26/01/05;14.18;2;0.0;16.33;17.92;1.59;1.00;1.02;0.02;14.66;13.45;-1.21;0.88;0.84;-0.04;0.93;0.91;-0.02;623;736;113;7.14;8.73;1.59;287;289;2;0.8;0.0;-0.8
26/01/05 14:19;26/01/05;14.19;2;0.0;16.33;17.93;1.6;1.00;1.03;0.03;14.69;13.46;-1.23;0.87;0.84;-0.03;0.91;0.9;-0.01;623;736;113;7.15;8.73;1.58;287;289;2;0.8;0.0;-0.8
26/01/05 14:20;26/01/05;14.20;2;0.0;16.28;17.93;1.65;1.00;1.03;0.03;14.68;13.43;-1.25;0.87;0.84;-0.03;0.93;0.9;-0.03;623;736;113;7.15;8.73;1.58;287;289;2;0.9;0.0;-0.9
26/01/05 14:21;26/01/05;14.21;2;0.0;16.32;17.91;1.59;1.00;1.03;0.03;14.72;13.47;-1.25;0.88;0.84;-0.04;0.92;0.9;-0.02;623;737;114;7.14;8.72;1.58;287;289;2;0.7;0.0;-0.7
26/01/05 14:22;26/01/05;14.22;2;0.0;16.32;17.92;1.6;1.00;1.02;0.02;14.68;13.48;-1.2;0.88;0.84;-0.04;0.93;0.91;-0.02;623;737;114;7.14;8.73;1.59;287;288;1;0.9;0.0;-0.9
26/01/05 14:23;26/01/05;14.23;2;0.0;16.30;17.89;1.59;0.99;1.02;0.03;14.64;13.47;-1.17;0.87;0.84;-0.03;0.93;0.9;-0.03;623;736;113;7.14;8.72;1.58;286;289;3;0.8;0.0;-0.8
26/01/05 14:24;26/01/05;14.24;2;0.0;16.33;17.92;1.59;0.99;1.02;0.03;14.68;13.45;-1.23;0.88;0.84;-0.04;0.91;0.9;-0.01;623;736;113;7.14;8.73;1.59;286;289;3;0.8;0.1;-0.7
26/01/05 14:25;26/01/05;14.25;2;0.0;16.26;17.90;1.64;0.99;1.02;0.03;14.63;13.47;-1.16;0.87;0.84;-0.03;0.93;0.9;-0.03;623;736;113;7.14;8.73;1.59;286;289;3;1.0;0.1;-0.9
26/01/05 14:26;26/01/05;14.26;2;0.0;16.31;17.91;1.6;1.00;1.02;0.02;14.64;13.47;-1.17;0.88;0.85;-0.03;0.91;0.91;0.00;623;736;113;7.14;8.73;1.59;287;288;1;0.8;0.0;-0.8
26/01/05 14:27;26/01/05;14.27;2;0.0;16.30;17.91;1.61;1.00;1.03;0.03;14.66;13.45;-1.21;0.88;0.84;-0.04;0.93;0.9;-0.03;623;736;113;7.14;8.73;1.59;286;288;2;0.7;0.1;-0.6
26/01/05 14:28;26/01/05;14.28;2;0.0;16.28;17.89;1.61;1.00;1.03;0.03;14.68;13.46;-1.22;0.88;0.84;-0.04;0.93;0.9;-0.03;623;736;113;7.14;8.73;1.59;287;288;1;0.8;0.0;-0.8
26/01/05 14:29;26/01/05;14.29;2;0.0;16.30;17.92;1.62;1.00;1.02;0.02;14.63;13.48;-1.15;0.88;0.84;-0.04;0.91;0.91;0.00;624;736;112;7.14;8.73;1.59;287;288;1;0.9;0.2;-0.7
26/01/05 14:30;26/01/05;14.30;2;0.0;16.27;17.91;1.64;1.00;1.02;0.02;14.65;13.42;-1.23;0.88;0.84;-0.04;0.93;0.9;-0.03;624;736;112;7.14;8.73;1.59;287;289;2;1.0;0.2;-0.8
26/01/05 14:31;26/01/05;14.31;2;0.0;16.32;17.93;1.61;0.99;1.02;0.03;14.71;13.43;-1.28;0.87;0.84;-0.03;0.91;0.9;-0.01;624;736;112;7.14;8.72;1.58;286;289;3;0.8;0.2;-0.6
26/01/05 14:32;26/01/05;14.32;2;0.0;16.31;17.94;1.63;0.99;1.02;0.03;14.67;13.42;-1.25;0.87;0.84;-0.03;0.93;0.9;-0.03;624;736;112;7.15;8.72;1.57;287;289;2;0.8;0.2;-0.6
26/01/05 14:33;26/01/05;14.33;2;0.0;16.31;17.90;1.59;1.00;1.02;0.02;14.71;13.38;-1.33;0.88;0.84;-0.04;0.93;0.9;-0.03;624;737;113;7.14;8.72;1.58;287;288;1;0.9;0.2;-0.7
26/01/05 14:34;26/01/05;14.34;2;0.0;16.34;17.94;1.6;1.00;1.02;0.02;14.67;13.42;-1.25;0.87;0.84;-0.03;0.91;0.91;0.00;624;736;112;7.15;8.73;1.58;287;289;2;0.8;0.0;-0.8
26/01/05 14:35;26/01/05;14.35;2;0.0;16.27;17.94;1.67;1.00;1.02;0.02;14.72;13.45;-1.27;0.87;0.84;-0.03;0.93;0.9;-0.03;624;736;112;7.15;8.73;1.58;287;289;2;0.6;0.0;-0.6
26/01/05 14:36;26/01/05;14.36;2;0.0;16.33;17.94;1.61;0.99;1.02;0.03;14.65;13.45;-1.2;0.87;0.84;-0.03;0.92;0.9;-0.02;624;736;112;7.15;8.73;1.58;287;289;2;0.8;0.0;-0.8
26/01/05 14:37;26/01/05;14.37;2;0.0;16.33;17.95;1.62;0.99;1.01;0.02;14.63;13.41;-1.22;0.88;0.84;-0.04;0.93;0.9;-0.03;624;736;112;7.14;8.72;1.58;286;288;2;0.8;0.0;-0.8
26/01/05 14:38;26/01/05;14.38;2;0.0;16.31;17.91;1.6;1.00;1.01;0.01;14.63;13.42;-1.21;0.88;0.84;-0.04;0.93;0.9;-0.03;624;736;112;7.15;8.73;1.58;287;288;1;0.8;0.0;-0.8
26/01/05 14:39;26/01/05;14.39;2;0.0;16.32;17.92;1.6;1.00;1.02;0.02;14.66;13.40;-1.26;0.88;0.84;-0.04;0.91;0.91;0.00;624;736;112;7.15;8.72;1.57;287;288;1;0.7;0.2;-0.5
26/01/05 14:40;26/01/05;14.40;2;0.0;16.26;17.81;1.55;1.00;1.02;0.02;14.69;13.45;-1.24;0.88;0.84;-0.04;0.93;0.91;-0.02;624;737;113;7.14;8.72;1.58;286;289;3;0.3;0.2;-0.1
26/01/05 14:41;26/01/05;14.41;2;0.0;16.31;17.92;1.61;0.99;1.02;0.03;14.67;13.49;-1.18;0.88;0.84;-0.04;0.92;0.91;-0.01;624;737;113;7.14;8.73;1.59;286;288;2;0.8;0.2;-0.6
26/01/05 14:42;26/01/05;14.42;2;0.0;16.30;17.90;1.6;0.99;1.02;0.03;14.71;13.46;-1.25;0.88;0.84;-0.04;0.93;0.91;-0.02;624;737;113;7.14;8.73;1.59;287;288;1;0.8;0.2;-0.6
26/01/05 14:43;26/01/05;14.43;2;0.0;16.29;17.87;1.58;0.99;1.02;0.03;14.68;13.46;-1.22;0.88;0.84;-0.04;0.92;0.91;-0.01;624;737;113;7.15;8.72;1.57;286;288;2;0.8;0.2;-0.6
26/01/05 14:44;26/01/05;14.44;2;0.0;16.29;17.91;1.62;0.99;1.02;0.03;14.63;13.45;-1.18;0.88;0.84;-0.04;0.89;0.91;0.02;624;736;112;7.15;8.73;1.58;286;288;2;0.9;0.0;-0.9
26/01/05 14:45;26/01/05;14.45;2;0.0;16.25;17.88;1.63;0.99;1.02;0.03;14.74;13.43;-1.31;0.88;0.84;-0.04;0.89;0.91;0.02;624;736;112;7.15;8.73;1.58;287;288;1;0.7;0.0;-0.7
26/01/05 14:46;26/01/05;14.46;2;3.0;16.29;17.88;1.59;1.00;1.02;0.02;14.66;13.44;-1.22;0.88;0.84;-0.04;0.87;0.91;0.04;624;736;112;7.15;8.73;1.58;287;288;1;0.8;0.0;-0.8
26/01/05 14:47;26/01/05;14.47;2;3.0;16.26;17.89;1.63;1.00;1.02;0.02;14.69;13.44;-1.25;0.88;0.84;-0.04;0.88;0.91;0.03;624;736;112;7.16;8.73;1.57;286;288;2;0.8;0.0;-0.8
26/01/05 14:48;26/01/05;14.48;2;3.0;16.28;17.86;1.58;0.99;1.02;0.03;14.70;13.47;-1.23;0.88;0.84;-0.04;0.88;0.91;0.03;624;736;112;7.15;8.73;1.58;287;289;2;0.8;0.0;-0.8
26/01/05 14:49;26/01/05;14.49;2;3.0;16.27;17.89;1.62;0.99;1.02;0.03;14.71;13.45;-1.26;0.84;0.84;0.00;0.83;0.91;0.08;623;736;113;7.15;8.72;1.57;286;288;2;0.9;0.0;-0.9
26/01/05 14:50;26/01/05;14.50;2;3.0;16.23;17.88;1.65;0.99;1.02;0.03;14.61;13.44;-1.17;0.62;0.84;0.22;0.64;0.91;0.27;623;736;113;7.15;8.72;1.57;286;289;3;0.0;0.1;0.1
26/01/05 14:51;26/01/05;14.51;2;3.0;16.32;17.90;1.58;0.99;1.02;0.03;14.64;13.45;-1.19;0.08;0.84;0.76;0.45;0.91;0.46;623;736;113;7.15;8.73;1.58;286;289;3;0.9;0.1;-0.8
26/01/05 14:52;26/01/05;14.52;2;3.0;16.52;17.87;1.35;0.99;1.02;0.03;14.71;13.41;-1.3;0.04;0.84;0.8;0.43;0.91;0.48;623;736;113;7.16;8.73;1.57;287;288;1;0.8;0.1;-0.7
26/01/05 14:53;26/01/05;14.53;2;3.0;16.66;17.85;1.19;0.55;1.02;0.47;14.70;13.48;-1.22;0.03;0.84;0.81;0.42;0.91;0.49;623;736;113;7.14;8.72;1.58;287;288;1;0.9;0.1;-0.8
26/01/05 14:54;26/01/05;14.54;2;3.0;16.74;17.89;1.15;0.55;1.02;0.47;14.63;13.41;-1.22;0.03;0.84;0.81;0.4;0.91;0.51;622;735;113;7.11;8.72;1.61;287;289;2;0.8;0.1;-0.7
26/01/05 14:55;26/01/05;14.55;2;3.0;16.77;17.92;1.15;0.55;1.02;0.47;14.67;13.42;-1.25;0.03;0.84;0.81;0.42;0.91;0.49;619;735;116;7.08;8.73;1.65;287;289;2;1.0;0.1;-0.9
26/01/05 14:56;26/01/05;14.56;2;3.0;16.83;17.91;1.08;0.49;1.02;0.53;14.67;13.45;-1.22;0.03;0.84;0.81;0.4;0.91;0.51;612;736;124;7.04;8.73;1.69;287;289;2;0.9;0.1;-0.8
26/01/05 14:57;26/01/05;14.57;2;3.0;16.86;17.91;1.05;0.49;1.01;0.52;14.63;13.49;-1.14;0.03;0.84;0.81;0.41;0.91;0.5;605;735;130;7.01;8.73;1.72;287;289;2;0.7;0.1;-0.6
26/01/05 14:58;26/01/05;14.58;2;3.0;16.87;17.89;1.02;0.48;1.01;0.53;14.70;13.49;-1.21;0.02;0.84;0.82;0.41;0.91;0.5;598;735;137;6.99;8.73;1.74;287;289;2;0.8;0.1;-0.7
26/01/05 14:59;26/01/05;14.59;2;3.0;16.87;17.90;1.03;0.48;1.02;0.54;14.65;13.44;-1.21;0.03;0.84;0.81;0.4;0.91;0.51;591;735;144;6.99;8.73;1.74;287;288;1;0.8;0.1;-0.7
26/01/05 15:00;26/01/05;15.00;2;3.0;16.89;17.92;1.03;0.47;1.02;0.55;14.66;13.45;-1.21;0.02;0.84;0.82;0.44;0.91;0.47;583;735;152;6.99;8.72;1.73;287;288;1;0.7;0.1;-0.6
26/01/05 15:01;26/01/05;15.01;2;3.0;16.90;17.88;0.98;0.47;1.02;0.55;14.66;13.48;-1.18;0.02;0.84;0.82;0.46;0.91;0.45;577;735;158;6.98;8.72;1.74;287;288;1;0.8;0.1;-0.7
26/01/05 15:02;26/01/05;15.02;2;3.0;16.93;17.89;0.96;0.47;1.02;0.55;14.73;13.44;-1.29;0.02;0.84;0.82;0.47;0.91;0.44;570;736;166;6.98;8.72;1.74;287;288;1;0.8;0.1;-0.7
26/01/05 15:03;26/01/05;15.03;2;3.0;16.93;17.86;0.93;0.48;1.02;0.54;14.66;13.42;-1.24;0.02;0.84;0.82;0.47;0.91;0.44;564;736;172;6.98;8.73;1.75;287;288;1;0.8;0.1;-0.7
26/01/05 15:04;26/01/05;15.04;2;3.0;16.95;17.88;0.93;0.48;1.02;0.54;14.65;13.41;-1.24;0.02;0.84;0.82;0.46;0.91;0.45;558;736;178;6.98;8.73;1.75;287;288;1;0.8;0.0;-0.8
26/01/05 15:05;26/01/05;15.05;2;3.0;16.91;17.87;0.96;0.48;1.02;0.54;14.69;13.38;-1.31;0.02;0.84;0.82;0.48;0.91;0.43;552;736;184;6.99;8.72;1.73;287;288;1;0.6;0.0;-0.6
26/01/05 15:06;26/01/05;15.06;2;3.0;16.97;17.87;0.9;0.48;1.02;0.54;14.61;13.45;-1.16;0.02;0.84;0.82;0.47;0.91;0.44;547;736;189;6.98;8.73;1.75;287;288;1;0.8;0.0;-0.8
26/01/05 15:07;26/01/05;15.07;2;3.0;17.00;17.88;0.88;0.48;1.02;0.54;14.66;13.42;-1.24;0.02;0.84;0.82;0.47;0.91;0.44;541;736;195;6.99;8.72;1.73;287;288;1;0.8;0.0;-0.8
26/01/05 15:08;26/01/05;15.08;2;3.0;17.00;17.87;0.87;0.47;1.02;0.55;14.69;13.43;-1.26;0.02;0.84;0.82;0.48;0.91;0.43;536;736;200;6.98;8.72;1.74;287;289;2;0.9;0.0;-0.9
26/01/05 15:09;26/01/05;15.09;2;3.0;17.04;17.91;0.87;0.47;1.02;0.55;14.67;13.37;-1.3;0.02;0.83;0.81;0.49;0.9;0.41;531;736;205;6.99;8.73;1.74;287;289;2;0.8;0.0;-0.8
26/01/05 15:10;26/01/05;15.10;2;3.0;16.97;17.88;0.91;0.47;1.02;0.55;14.62;13.46;-1.16;0.27;0.77;0.5;0.71;0.79;0.08;526;736;210;6.99;8.72;1.73;287;289;2;1.3;0.0;-1.3
26/01/05 15:11;26/01/05;15.11;2;3.0;17.02;17.92;0.9;0.48;1.02;0.54;14.64;13.46;-1.18;0.73;0.4;-0.33;0.9;0.33;-0.57;522;736;214;6.98;8.72;1.74;287;288;1;0.8;0.0;-0.8
26/01/05 15:12;26/01/05;15.12;2;3.0;17.00;18.01;1.01;0.49;0.95;0.46;14.64;13.48;-1.16;0.82;0.12;-0.7;0.92;0.11;-0.81;517;737;220;6.99;8.7;1.71;287;289;2;0.8;0.0;-0.8
26/01/05 15:13;26/01/05;15.13;2;3.0;16.93;18.14;1.21;0.69;0.95;0.26;14.62;13.44;-1.18;0.84;0.09;-0.75;0.92;0.07;-0.85;513;738;225;7.01;8.66;1.65;287;289;2;0.8;0.0;-0.8
26/01/05 15:14;26/01/05;15.14;2;3.0;16.81;18.21;1.4;0.69;0.52;-0.17;14.67;13.50;-1.17;0.85;0.08;-0.77;0.9;0.07;-0.83;507;741;234;7.05;8.59;1.54;287;289;2;0.8;0.0;-0.8
26/01/05 15:15;26/01/05;15.15;2;3.0;16.69;18.24;1.55;0.69;0.52;-0.17;14.67;13.48;-1.19;0.86;0.07;-0.79;0.91;0.06;-0.85;500;743;243;7.1;8.54;1.44;287;289;2;0.6;0.0;-0.6
26/01/05 15:16;26/01/05;15.16;2;3.0;16.67;18.16;1.49;0.92;0.52;-0.4;14.64;13.49;-1.15;0.86;0.07;-0.79;0.9;0.06;-0.84;494;745;251;7.13;8.48;1.35;287;289;2;0.8;0.0;-0.8
26/01/05 15:17;26/01/05;15.17;2;3.0;16.62;18.30;1.68;0.92;0.5;-0.42;14.70;13.50;-1.2;0.87;0.06;-0.81;0.91;0.06;-0.85;497;746;249;7.13;8.45;1.32;287;289;2;0.8;0.0;-0.8
26/01/05 15:18;26/01/05;15.18;2;3.0;16.63;18.25;1.62;0.97;0.49;-0.48;14.70;13.42;-1.28;0.87;0.06;-0.81;0.91;0.06;-0.85;506;746;240;7.15;8.43;1.28;287;289;2;0.8;0.0;-0.8
26/01/05 15:19;26/01/05;15.19;2;3.0;16.56;18.28;1.72;0.97;0.49;-0.48;14.63;13.49;-1.14;0.87;0.06;-0.81;0.89;0.05;-0.84;521;746;225;7.15;8.41;1.26;287;289;2;0.7;0.1;-0.6
26/01/05 15:20;26/01/05;15.20;2;3.0;16.53;18.31;1.78;0.97;0.49;-0.48;14.63;13.44;-1.19;0.87;0.05;-0.82;0.91;0.05;-0.86;535;745;210;7.16;8.39;1.23;287;289;2;0.9;0.1;-0.8
26/01/05 15:21;26/01/05;15.21;2;3.0;16.55;18.30;1.75;0.98;0.49;-0.49;14.64;13.48;-1.16;0.87;0.05;-0.82;0.9;0.05;-0.85;547;745;198;7.16;8.38;1.22;287;289;2;0.8;0.1;-0.7
26/01/05 15:22;26/01/05;15.22;2;3.0;16.50;18.31;1.81;0.97;0.5;-0.47;14.61;13.48;-1.13;0.87;0.05;-0.82;0.91;0.05;-0.86;558;744;186;7.16;8.38;1.22;287;289;2;0.8;0.1;-0.7
26/01/05 15:23;26/01/05;15.23;2;3.0;16.49;18.28;1.79;1.0;0.5;-0.5;14.63;13.43;-1.2;0.88;0.05;-0.83;0.91;0.05;-0.86;567;743;176;7.15;8.37;1.22;287;289;2;0.8;0.1;-0.7
26/01/05 15:24;26/01/05;15.24;2;3.0;16.50;18.30;1.8;1.0;0.49;-0.51;14.61;13.49;-1.12;0.88;0.05;-0.83;0.89;0.05;-0.84;574;742;168;7.16;8.37;1.21;286;289;3;0.8;0.0;-0.8
26/01/05 15:25;26/01/05;15.25;2;3.0;16.43;18.32;1.89;1.0;0.5;-0.5;14.64;13.53;-1.11;0.87;0.04;-0.83;0.92;0.05;-0.87;580;741;161;7.16;8.37;1.21;287;289;2;0.4;0.0;-0.4
26/01/05 15:26;26/01/05;15.26;2;3.0;16.45;18.31;1.86;1.0;0.49;-0.51;14.64;13.45;-1.19;0.87;0.04;-0.83;0.91;0.05;-0.86;586;740;154;7.16;8.36;1.2;287;289;2;0.8;0.0;-0.8
26/01/05 15:27;26/01/05;15.27;2;3.0;16.45;18.33;1.88;1.0;0.5;-0.5;14.61;13.45;-1.16;0.88;0.04;-0.84;0.92;0.05;-0.87;590;739;149;7.16;8.36;1.2;287;289;2;0.8;0.0;-0.8
26/01/05 15:28;26/01/05;15.28;2;3.0;16.44;18.28;1.84;0.99;0.5;-0.49;14.62;13.41;-1.21;0.88;0.04;-0.84;0.92;0.05;-0.87;594;738;144;7.16;8.36;1.2;287;289;2;0.9;0.0;-0.9
26/01/05 15:29;26/01/05;15.29;2;3.0;16.43;18.33;1.9;0.99;0.49;-0.5;14.57;13.43;-1.14;0.88;0.04;-0.84;0.9;0.05;-0.85;598;737;139;7.15;8.36;1.21;287;289;2;0.8;0.0;-0.8
26/01/05 15:30;26/01/05;15.30;2;3.0;16.38;18.31;1.93;0.99;0.49;-0.5;14.58;13.47;-1.11;0.87;0.04;-0.83;0.92;0.05;-0.87;601;736;135;7.16;8.36;1.2;287;289;2;0.9;0.0;-0.9
26/01/05 15:31;26/01/05;15.31;2;3.0;16.46;18.35;1.89;0.99;0.49;-0.5;14.63;13.45;-1.18;0.88;0.11;-0.77;0.91;0.17;-0.74;603;734;131;7.15;8.4;1.25;287;289;2;0.8;0.0;-0.8
26/01/05 15:32;26/01/05;15.32;2;3.0;16.44;18.32;1.88;0.99;0.52;-0.47;14.63;13.44;-1.19;0.88;0.38;-0.5;0.92;0.47;-0.45;605;730;125;7.15;8.46;1.31;287;289;2;0.8;0.0;-0.8
26/01/05 15:33;26/01/05;15.33;2;3.0;16.44;18.30;1.86;1.0;0.52;-0.48;14.64;13.46;-1.18;0.88;0.57;-0.31;0.92;0.68;-0.24;608;726;118;7.16;8.52;1.36;287;289;2;0.9;0.0;-0.9
26/01/05 15:34;26/01/05;15.34;2;3.0;16.43;18.21;1.78;1.0;0.84;-0.16;14.64;13.45;-1.19;0.88;0.67;-0.21;0.91;0.77;-0.14;609;722;113;7.15;8.58;1.43;287;289;2;0.8;0.0;-0.8
26/01/05 15:35;26/01/05;15.35;2;3.0;16.35;18.12;1.77;1.0;0.83;-0.17;14.61;13.39;-1.22;0.88;0.73;-0.15;0.92;0.82;-0.1;611;720;109;7.16;8.61;1.45;286;289;3;1.2;0.0;-1.2
26/01/05 15:36;26/01/05;15.36;2;3.0;16.40;18.10;1.7;0.99;0.83;-0.16;14.66;13.49;-1.17;0.88;0.76;-0.12;0.92;0.85;-0.07;613;718;105;7.15;8.65;1.5;287;289;2;0.8;0.0;-0.8
26/01/05 15:37;26/01/05;15.37;2;3.0;16.40;18.03;1.63;0.99;0.96;-0.03;14.59;13.40;-1.19;0.88;0.78;-0.1;0.92;0.86;-0.06;614;717;103;7.16;8.66;1.5;287;289;2;0.9;0.0;-0.9
26/01/05 15:38;26/01/05;15.38;2;3.0;16.40;17.97;1.57;0.99;0.96;-0.03;14.61;13.41;-1.2;0.88;0.79;-0.09;0.93;0.87;-0.06;615;717;102;7.16;8.68;1.52;286;289;3;0.8;0.0;-0.8
26/01/05 15:39;26/01/05;15.39;2;3.0;16.38;17.98;1.6;0.99;0.99;0.0;14.62;13.41;-1.21;0.88;0.8;-0.08;0.9;0.88;-0.02;616;717;101;7.16;8.68;1.52;286;289;3;0.8;0.1;-0.7
26/01/05 15:40;26/01/05;15.40;2;3.0;16.35;17.96;1.61;0.99;0.99;0.0;14.61;13.47;-1.14;0.88;0.81;-0.07;0.93;0.89;-0.04;617;717;100;7.16;8.69;1.53;286;289;3;0.2;0.1;-0.1
26/01/05 15:41;26/01/05;15.41;2;3.0;16.38;17.94;1.56;0.99;0.99;0.0;14.61;13.46;-1.15;0.88;0.82;-0.06;0.92;0.89;-0.03;618;717;99;7.16;8.69;1.53;286;289;3;0.8;0.1;-0.7
26/01/05 15:42;26/01/05;15.42;2;3.0;16.39;17.94;1.55;0.99;1.00;0.01;14.53;13.42;-1.11;0.88;0.82;-0.06;0.92;0.89;-0.03;619;717;98;7.16;8.7;1.54;287;289;2;0.8;0.1;-0.7
26/01/05 15:43;26/01/05;15.43;2;3.0;16.39;17.91;1.52;1.00;1.00;0.0;14.58;13.43;-1.15;0.88;0.82;-0.06;0.92;0.9;-0.02;619;717;98;7.17;8.7;1.53;287;289;2;0.7;0.1;-0.6
26/01/05 15:44;26/01/05;15.44;2;3.0;16.36;17.93;1.57;1.00;1.00;0.0;14.56;13.42;-1.14;0.88;0.83;-0.05;0.9;0.9;0.00;620;717;97;7.16;8.7;1.54;287;289;2;0.8;0.0;-0.8
26/01/05 15:45;26/01/05;15.45;2;3.0;16.32;17.92;1.6;1.00;1.01;0.01;14.60;13.46;-1.14;0.88;0.83;-0.05;0.93;0.9;-0.03;621;718;97;7.17;8.7;1.53;286;289;3;0.6;0.0;-0.6
26/01/05 15:46;26/01/05;15.46;2;3.0;16.37;17.92;1.55;1.00;1.00;0.0;14.57;13.39;-1.18;0.88;0.83;-0.05;0.92;0.9;-0.02;621;718;97;7.16;8.71;1.55;287;289;2;0.8;0.0;-0.8
