date;date(m/d/y);time;day;concentration;chloride_80ft(mg/L);chloride_1100ft(mg/L);difference_chloride;CL2_80ft(PPM);CL2_1100ft(PPM);difference_CL2;DO_YSI_80ft(mg/L);DO_YSI_1100ft(mg/L);difference_DO_YSI;FreeClorine_ATI_80ft(PPM);FreeClorine_ATI_1100ft(PPM);difference_FreeClorine_ATI;FreeClorine_X_80ft(PPM);FreeClorine_X_1100ft(PPM);difference_FreeClorine_X;ORP_YSI_80ft(mV);ORP_YSI_1100ft(mV);difference_ORP_YSI;pH_YSI_80ft;pH_YSI_1100ft;difference_pH;sp_cond_YSI_80ft(µS/cm);sp_cond_YSI_1100ft(µS/cm);difference_sp_cond_YSI;turbidity_YSI_80ft(NTU+);turbidity_YSI_1100ft(NTU+);difference_turbidity
26/01/05 11:32;26/01/05;11.32;2;0.4;16.03;17.67;1.64;1.00;1.02;0.02;14.33;13.12;-1.21;0.89;0.88;-0.01;0.9;0.92;0.02;631;738;107;7.15;8.68;1.53;286;288;2;0.8;0.0;-0.8
26/01/05 11:33;26/01/05;11.33;2;0.4;16.01;17.50;1.49;1.00;1.02;0.02;14.31;13.10;-1.21;0.89;0.88;-0.01;0.91;0.92;0.01;631;738;107;7.15;8.68;1.53;286;288;2;0.7;0.0;-0.7
26/01/05 11:34;26/01/05;11.34;2;0.4;16.03;17.62;1.59;1.00;1.02;0.02;14.36;13.14;-1.22;0.89;0.88;-0.01;0.88;0.92;0.04;632;738;106;7.14;8.68;1.54;286;288;2;0.8;0.1;-0.7
26/01/05 11:35;26/01/05;11.35;2;0.4;16.02;17.65;1.63;1.00;1.02;0.02;14.26;13.10;-1.16;0.89;0.88;-0.01;0.9;0.92;0.02;632;738;106;7.14;8.68;1.54;286;288;2;0.8;0.0;-0.8
26/01/05 11:36;26/01/05;11.36;2;0.4;16.03;17.63;1.6;1.00;1.02;0.02;14.29;13.10;-1.19;0.89;0.88;-0.01;0.89;0.92;0.03;632;738;106;7.14;8.68;1.54;286;288;2;0.8;0.1;-0.7
26/01/05 11:37;26/01/05;11.37;2;0.4;16.05;17.69;1.64;1.00;1.02;0.02;14.31;13.06;-1.25;0.89;0.88;-0.01;0.91;0.92;0.01;632;738;106;7.14;8.68;1.54;286;288;2;0.8;0.1;-0.7
26/01/05 11:38;26/01/05;11.38;2;0.4;16.05;17.68;1.63;1.00;1.02;0.02;14.30;13.16;-1.14;0.89;0.88;-0.01;0.91;0.92;0.01;631;738;107;7.14;8.68;1.54;286;288;2;0.8;0.0;-0.8
26/01/05 11:39;26/01/05;11.39;2;0.4;16.07;17.70;1.63;1.00;1.02;0.02;14.32;13.12;-1.2;0.89;0.88;-0.01;0.88;0.92;0.04;631;738;107;7.14;8.68;1.54;286;288;2;0.8;0.1;-0.7
26/01/05 11:41;26/01/05;11.41;2;0.4;16.02;17.66;1.64;1.00;1.02;0.02;14.31;13.18;-1.13;0.89;0.88;-0.01;0.89;0.92;0.03;631;738;107;7.13;8.69;1.56;286;288;2;0.8;0.1;-0.7
26/01/05 11:42;26/01/05;11.42;2;0.4;16.04;17.67;1.63;1.00;1.02;0.02;14.31;13.13;-1.18;0.89;0.88;-0.01;0.9;0.92;0.02;632;738;106;7.14;8.69;1.55;286;288;2;0.9;0.1;-0.8
26/01/05 11:43;26/01/05;11.43;2;0.4;16.06;17.68;1.62;1.00;1.02;0.02;14.32;13.10;-1.22;0.89;0.88;-0.01;0.91;0.92;0.01;632;738;106;7.14;8.69;1.55;286;288;2;0.8;0.1;-0.7
26/01/05 11:44;26/01/05;11.44;2;0.4;16.10;17.74;1.64;1.00;1.02;0.02;14.26;13.15;-1.11;0.89;0.88;-0.01;0.89;0.92;0.03;632;738;106;7.14;8.69;1.55;286;288;2;0.8;0.0;-0.8
26/01/05 11:45;26/01/05;11.45;2;0.4;16.04;17.74;1.7;1.00;1.02;0.02;14.32;13.12;-1.2;0.89;0.88;-0.01;0.91;0.92;0.01;632;738;106;7.14;8.69;1.55;286;288;2;0.7;0.0;-0.7
26/01/05 11:46;26/01/05;11.46;2;0.4;16.13;17.75;1.62;1.00;1.02;0.02;14.30;13.10;-1.2;0.89;0.88;-0.01;0.9;0.92;0.02;632;738;106;7.14;8.69;1.55;286;288;2;0.8;0.0;-0.8
26/01/05 11:47;26/01/05;11.47;2;0.4;16.07;17.70;1.63;1.00;1.01;0.01;14.34;13.16;-1.18;0.89;0.88;-0.01;0.91;0.92;0.01;632;738;106;7.14;8.69;1.55;286;288;2;0.8;0.0;-0.8
26/01/05 11:48;26/01/05;11.48;2;0.4;16.08;17.69;1.61;1.00;1.01;0.01;14.31;13.15;-1.16;0.89;0.88;-0.01;0.92;0.92;0.00;632;739;107;7.14;8.69;1.55;286;288;2;0.8;0.0;-0.8
26/01/05 11:49;26/01/05;11.49;2;0.4;16.10;17.74;1.64;1.00;1.02;0.02;14.30;13.10;-1.2;0.89;0.88;-0.01;0.9;0.92;0.02;632;739;107;7.14;8.69;1.55;286;288;2;0.8;0.1;-0.7
26/01/05 11:50;26/01/05;11.50;2;0.4;16.04;17.72;1.68;1.00;1.02;0.02;14.34;13.12;-1.22;0.89;0.88;-0.01;0.92;0.92;0.00;633;739;106;7.14;8.69;1.55;286;288;2;0.5;0.1;-0.4
26/01/05 12:30;26/01/05;12.30;2;0.0;16.16;17.85;1.69;1.00;1.02;0.02;14.46;13.18;-1.28;0.88;0.87;-0.01;0.93;0.91;-0.02;634;740;106;7.14;8.7;1.56;286;288;2;0.4;0.0;-0.4
26/01/05 12:31;26/01/05;12.31;2;0.0;16.18;17.83;1.65;1.00;1.03;0.03;14.47;13.23;-1.24;0.88;0.87;-0.01;0.91;0.91;0.00;634;740;106;7.15;8.7;1.55;286;288;2;0.9;0.0;-0.9
26/01/05 12:32;26/01/05;12.32;2;0.0;16.20;17.87;1.67;1.00;1.02;0.02;14.48;13.22;-1.26;0.88;0.87  ;-0.01;0.93;0.91  ;-0.02;634;740;106;7.14;8.71;1.57;286;288;2;0.7;0.0;-0.7
26/01/05 12:33;26/01/05;12.33;2;0.0;16.15;17.78;1.63;1.00;1.02;0.02;14.48;13.21;-1.27;0.88;0.87;-0.01;0.93;0.92;-0.01;634;740;106;7.14;8.71;1.57;286;288;2;0.8;0.0;-0.8
26/01/05 12:34;26/01/05;12.34;2;0.0;16.15;17.70;1.55;1.00;1.02;0.02;14.52;13.20;-1.32;0.88;0.87;-0.01;0.91;0.91;0.00;634;740;106;7.15;8.7;1.55;286;288;2;0.8;0.1;-0.7
26/01/05 12:35;26/01/05;12.35;2;0.0;16.15;17.82;1.67;1.00;1.02;0.02;14.50;13.20;-1.3;0.88;0.87;-0.01;0.93;0.91;-0.02;634;739;105;7.14;8.71;1.57;286;288;2;0.8;0.1;-0.7
26/01/05 12:36;26/01/05;12.36;2;0.0;16.19;17.83;1.64;1.00;1.02;0.02;14.54;13.19;-1.35;0.88;0.86;-0.02;0.91;0.91;0.00;634;739;105;7.14;8.71;1.57;286;288;2;0.8;0.2;-0.6
26/01/05 12:37;26/01/05;12.37;2;0.0;16.16;17.81;1.65;1.00;1.02;0.02;14.50;13.22;-1.28;0.89;0.86;-0.03;0.93;0.91;-0.02;634;739;105;7.14;8.71;1.57;286;288;2;0.8;0.1;-0.7
26/01/05 12:38;26/01/05;12.38;2;0.0;16.20;17.81;1.61;1.00;1.02;0.02;14.50;13.21;-1.29;0.88;0.87;-0.01;0.93;0.91;-0.02;633;739;106;7.14;8.71;1.57;286;288;2;0.8;0.1;-0.7
26/01/05 12:39;26/01/05;12.39;2;0.0;16.19;17.85;1.66;1.00;1.02;0.02;14.48;13.25;-1.23;0.89;0.87;-0.02;0.91;0.91;0.00;633;739;106;7.14;8.71;1.57;286;288;2;0.8;0.0;-0.8
26/01/05 12:40;26/01/05;12.40;2;0.0;16.11;17.81;1.7;1.00;1.02;0.02;14.49;13.19;-1.3;0.88;0.87;-0.01;0.93;0.91;-0.02;633;739;106;7.14;8.71;1.57;286;288;2;0.7;0.0;-0.7
26/01/05 12:41;26/01/05;12.41;2;0.0;16.19;17.84;1.65;1.00;1.02;0.02;14.56;13.20;-1.36;0.88;0.87;-0.01;0.92;0.91;-0.01;633;739;106;7.14;8.71;1.57;286;288;2;0.8;0.0;-0.8
26/01/05 12:42;26/01/05;12.42;2;0.0;16.17;17.84;1.67;1.00;1.02;0.02;14.52;13.20;-1.32;0.89;0.86;-0.03;0.93;0.91;-0.02;633;739;106;7.15;8.71;1.56;286;288;2;0.8;0.0;-0.8
26/01/05 12:43;26/01/05;12.43;2;0.0;16.17;17.81;1.64;1.00;1.02;0.02;14.55;13.25;-1.3;0.89;0.87;-0.02;0.93;0.91;-0.02;633;739;106;7.14;8.71;1.57;286;288;2;0.8;0.0;-0.8
26/01/05 12:44;26/01/05;12.44;2;0.0;16.19;17.83;1.64;1.00;1.02;0.02;14.53;13.20;-1.33;0.88;0.86;-0.02;0.91;0.91;0.00;633;739;106;7.14;8.71;1.57;286;288;2;0.9;0.0;-0.9
26/01/05 12:45;26/01/05;12.45;2;0.0;16.15;17.86;1.71;1.00;1.02;0.02;14.51;13.22;-1.29;0.88;0.86;-0.02;0.94;0.91;-0.03;633;739;106;7.15;8.71;1.56;286;288;2;0.8;0.0;-0.8
26/01/05 12:46;26/01/05;12.46;2;0.0;16.20;17.86;1.66;1.00;1.02;0.02;14.61;13.24;-1.37;0.88;0.86;-0.02;0.92;0.91;-0.01;633;739;106;7.15;8.71;1.56;286;288;2;0.8;0.0;-0.8
26/01/05 12:47;26/01/05;12.47;2;0.0;16.25;17.85;1.6;1.00;1.02;0.02;14.54;13.22;-1.32;0.88;0.86;-0.02;0.93;0.91;-0.02;633;739;106;7.14;8.71;1.57;286;288;2;0.8;0.0;-0.8
26/01/05 12:48;26/01/05;12.48;2;0.0;16.24;17.83;1.59;1.00;1.02;0.02;14.57;13.26;-1.31;0.88;0.87;-0.01;0.94;0.91;-0.03;633;739;106;7.15;8.71;1.56;286;288;2;0.8;0.0;-0.8
26/01/05 12:49;26/01/05;12.49;2;0.0;16.20;17.84;1.64;1.00;1.02;0.02;14.52;13.24;-1.28;0.88;0.86;-0.02;0.91;0.91;0.00;633;739;106;7.15;8.71;1.56;286;288;2;0.8;0.0;-0.8
26/01/05 12:50;26/01/05;12.50;2;0.0;16.15;17.76;1.61;1.00;1.02;0.02;14.59;13.25;-1.34;0.88;0.86;-0.02;0.93;0.91;-0.02;633;740;107;7.14;8.71;1.57;286;288;2;0.7;0.0;-0.7
26/01/05 12:51;26/01/05;12.51;2;0.0;16.18;17.77;1.59;1.00;1.02;0.02;14.53;13.25;-1.28;0.88;0.86;-0.02;0.93;0.91;-0.02;633;740;107;7.15;8.71;1.56;286;288;2;0.8;0.0;-0.8
26/01/05 12:52;26/01/05;12.52;2;0.0;16.23;17.85;1.62;1.00;1.02;0.02;14.55;13.26;-1.29;0.88;0.86;-0.02;0.94;0.91;-0.03;633;740;107;7.14;8.71;1.57;286;288;2;0.8;0.0;-0.8
26/01/05 12:53;26/01/05;12.53;2;0.0;16.26;17.87;1.61;1.00;1.02;0.02;14.53;13.21;-1.32;0.88;0.86;-0.02;0.94;0.91;-0.03;633;740;107;7.15;8.71;1.56;286;288;2;0.8;0.0;-0.8
26/01/05 12:54;26/01/05;12.54;2;0.0;16.23;17.88;1.65;1.00;1.03;0.03;14.53;13.24;-1.29;0.88;0.86;-0.02;0.91;0.91;0.00;632;740;108;7.14;8.71;1.57;286;288;2;0.8;0.1;-0.7
26/01/05 12:55;26/01/05;12.55;2;0.0;16.23;17.91;1.68;1.00;1.03;0.03;14.51;13.25;-1.26;0.88;0.86;-0.02;0.93;0.91;-0.02;632;740;108;7.15;8.72;1.57;286;288;2;0.8;0.1;-0.7
26/01/05 12:56;26/01/05;12.56;2;0.0;16.28;17.91;1.63;1.00;1.03;0.03;14.55;13.33;-1.22;0.88;0.86;-0.02;0.93;0.91;-0.02;632;740;108;7.15;8.72;1.57;286;288;2;0.8;0.1;-0.7
26/01/05 12:57;26/01/05;12.57;2;0.0;16.23;17.87;1.64;1.00;1.02;0.02;14.54;13.29;-1.25;0.88;0.86;-0.02;0.96;0.91;-0.05;632;740;108;7.14;8.71;1.57;286;288;2;0.7;0.0;-0.7
26/01/05 12:58;26/01/05;12.58;2;0.0;16.20;17.88;1.68;1.00;1.02;0.02;14.57;13.30;-1.27;0.88;0.86;-0.02;0.97;0.91;-0.06;632;740;108;7.14;8.71;1.57;286;288;2;0.8;0.1;-0.7
26/01/05 12:59;26/01/05;12.59;2;0.0;16.22;17.88;1.66;1.00;1.02;0.02;14.62;13.34;-1.28;0.88;0.86;-0.02;0.95;0.91;-0.04;632;740;108;7.14;8.72;1.58;286;288;2;0.8;0.0;-0.8
26/01/05 13:00;26/01/05;13.00;2;0.0;16.24;17.90;1.66;1.00;1.02;0.02;14.58;13.34;-1.24;0.88;0.86;-0.02;0.97;0.91;-0.06;631;740;109;7.14;8.72;1.58;286;288;2;0.6;0.0;-0.6
26/01/05 13:01;26/01/05;13.01;2;1.5;16.19;17.85;1.66;1.00;1.02;0.02;14.56;13.29;-1.27;0.88;0.86;-0.02;0.95;0.91;-0.04;631;740;109;7.14;8.71;1.57;286;288;2;0.7;0.0;-0.7
26/01/05 13:02;26/01/05;13.02;2;1.5;16.20;17.85;1.65;1.00;1.02;0.02;14.60;13.30;-1.3;0.88;0.86;-0.02;0.97;0.91;-0.06;631;740;109;7.15;8.71;1.56;286;288;2;0.8;0.0;-0.8
26/01/05 13:03;26/01/05;13.03;2;1.5;16.19;17.76;1.57;1.00;1.02;0.02;14.58;13.30;-1.28;0.86;0.86;0.00;0.96;0.91;-0.05;631;740;109;7.14;8.72;1.58;286;288;2;0.8;0.0;-0.8
26/01/05 13:04;26/01/05;13.04;2;1.5;16.20;17.88;1.68;1.00;1.02;0.02;14.61;13.28;-1.33;0.78;0.86;0.08;0.88;0.91;0.03;630;740;110;7.14;8.72;1.58;286;288;2;0.8;0.3;-0.5
26/01/05 13:05;26/01/05;13.05;2;1.5;16.16;17.81;1.65;1.00;1.02;0.02;14.57;13.34;-1.23;0.48;0.86;0.38;0.75;0.91;0.16;630;740;110;7.14;8.72;1.58;286;288;2;0.7;0.3;-0.4
26/01/05 13:06;26/01/05;13.06;2;1.5;16.27;17.77;1.5;0.98;1.02;0.04;14.60;13.29;-1.31;0.34;0.86;0.52;0.68;0.91;0.23;630;741;111;7.14;8.71;1.57;286;288;2;0.8;0.3;-0.5
26/01/05 13:07;26/01/05;13.07;2;1.5;16.38;17.83;1.45;0.98;1.02;0.04;14.59;13.27;-1.32;0.3;0.86;0.56;0.68;0.91;0.23;630;741;111;7.14;8.72;1.58;286;288;2;0.9;0.3;-0.6
26/01/05 13:08;26/01/05;13.08;2;1.5;16.42;17.87;1.45;0.75;1.03;0.28;14.56;13.29;-1.27;0.3;0.86;0.56;0.69;0.91;0.22;630;741;111;7.14;8.72;1.58;286;288;2;0.8;0.3;-0.5
26/01/05 13:09;26/01/05;13.09;2;1.5;16.48;17.89;1.41;0.75;1.03;0.28;14.59;13.28;-1.31;0.29;0.85;0.56;0.66;0.91;0.25;629;741;112;7.13;8.72;1.59;286;288;2;0.8;0.3;-0.5
26/01/05 13:10;26/01/05;13.10;2;1.5;16.47;17.91;1.44;0.75;1.02;0.27;14.55;13.31;-1.24;0.31;0.85;0.54;0.7;0.91;0.21;627;741;114;7.12;8.72;1.6;286;288;2;0.2;0.3;0.1
26/01/05 13:11;26/01/05;13.11;2;1.5;16.57;17.89;1.32;0.68;1.03;0.35;14.62;13.31;-1.31;0.33;0.85;0.52;0.69;0.91;0.22;624;741;117;7.11;8.71;1.6;286;288;2;0.8;0.3;-0.5
26/01/05 13:12;26/01/05;13.12;2;1.5;16.53;17.84;1.31;0.68;1.02;0.34;14.56;13.31;-1.25;0.33;0.85;0.52;0.7;0.91;0.21;621;741;120;7.11;8.71;1.6;286;288;2;0.9;0.3;-0.6
26/01/05 13:13;26/01/05;13.13;2;1.5;16.54;17.78;1.24;0.69;1.02;0.33;14.63;13.29;-1.34;0.33;0.86;0.53;0.7;0.91;0.21;617;741;124;7.12;8.72;1.6;286;288;2;0.8;0.3;-0.5
26/01/05 13:14;26/01/05;13.14;2;1.5;16.57;17.81;1.24;0.69;1.02;0.33;14.62;13.31;-1.31;0.33;0.85;0.52;0.69;0.91;0.22;613;741;128;7.11;8.71;1.6;286;288;2;0.8;0.0;-0.8
26/01/05 13:15;26/01/05;13.15;2;1.5;16.59;17.90;1.31;0.69;1.02;0.33;14.62;13.32;-1.3;0.34;0.85;0.51;0.71;0.91;0.2;608;741;133;7.11;8.72;1.61;287;288;1;0.9;0.0;-0.9
26/01/05 13:16;26/01/05;13.16;2;1.5;16.64;17.88;1.24;0.69;1.02;0.33;14.62;13.30;-1.32;0.34;0.85;0.51;0.69;0.91;0.22;605;741;136;7.11;8.71;1.6;287;288;1;0.8;0.0;-0.8
26/01/05 13:17;26/01/05;13.17;2;1.5;16.63;17.78;1.15;0.69;1.02;0.33;14.60;13.36;-1.24;0.34;0.85;0.51;0.71;0.91;0.2;601;741;140;7.11;8.71;1.6;286;288;2;0.9;0.0;-0.9
26/01/05 13:18;26/01/05;13.18;2;1.5;16.61;17.85;1.24;0.7;1.02;0.32;14.63;13.41;-1.22;0.35;0.85;0.5;0.72;0.91;0.19;598;741;143;7.11;8.72;1.61;286;288;2;0.8;0.0;-0.8
26/01/05 13:19;26/01/05;13.19;2;1.5;16.64;17.90;1.26;0.7;1.03;0.33;14.64;13.36;-1.28;0.34;0.85;0.51;0.7;0.91;0.21;595;741;146;7.11;8.72;1.61;286;288;2;0.8;0.1;-0.7
26/01/05 13:20;26/01/05;13.20;2;1.5;16.63;17.90;1.27;0.7;1.02;0.32;14.65;13.40;-1.25;0.34;0.85;0.51;0.72;0.91;0.19;592;741;149;7.12;8.72;1.6;286;288;2;0.8;0.1;-0.7
26/01/05 13:21;26/01/05;13.21;2;1.5;16.66;17.86;1.2;0.7;1.02;0.32;14.63;13.36;-1.27;0.35;0.85;0.5;0.71;0.91;0.2;590;741;151;7.11;8.72;1.61;286;288;2;0.8;0.1;-0.7
26/01/05 13:22;26/01/05;13.22;2;1.5;16.64;17.88;1.24;0.7;1.02;0.32;14.64;13.36;-1.28;0.34;0.85;0.51;0.73;0.91;0.18;589;741;152;7.12;8.72;1.6;286;288;2;0.8;0.1;-0.7
26/01/05 13:23;26/01/05;13.23;2;1.5;16.62;17.85;1.23;0.7;1.02;0.32;14.66;13.42;-1.24;0.43;0.85;0.42;0.86;0.9;0.04;587;741;154;7.11;8.72;1.61;286;288;2;0.8;0.1;-0.7
26/01/05 13:24;26/01/05;13.24;2;1.5;16.67;17.87;1.2;0.7;1.02;0.32;14.66;13.38;-1.28;0.78;0.82;0.04;0.96;0.86;-0.1;585;741;156;7.11;8.72;1.61;286;288;2;0.8;0.0;-0.8
26/01/05 13:25;26/01/05;13.25;2;1.5;16.55;17.90;1.35;0.7;1.02;0.32;14.64;13.42;-1.22;0.8;0.7;-0.1;0.99;0.72;-0.27;583;741;158;7.12;8.72;1.6;286;288;2;1.0;0.0;-1
26/01/05 13:26;26/01/05;13.26;2;1.5;16.53;17.84;1.31;0.83;1.02;0.19;14.68;13.39;-1.29;0.85;0.53;-0.32;0.99;0.53;-0.46;582;742;160;7.13;8.71;1.58;286;288;2;0.8;0.0;-0.8
26/01/05 13:27;26/01/05;13.27;2;1.5;16.51;17.97;1.46;0.83;0.9;0.07;14.67;13.41;-1.26;0.87;0.42;-0.45;1.02;0.43;-0.59;581;742;161;7.13;8.71;1.58;286;288;2;0.8;0.0;-0.8
26/01/05 13:28;26/01/05;13.28;2;1.5;16.45;17.98;1.53;0.96;0.9;-0.06;14.66;13.35;-1.31;0.82;0.37;-0.45;0.91;0.37;-0.54;582;742;160;7.14;8.69;1.55;286;288;2;0.8;0.0;-0.8
26/01/05 13:29;26/01/05;13.29;2;1.5;16.45;18.03;1.58;0.96;0.73;-0.23;14.59;13.36;-1.23;0.28;0.34;0.06;0.76;0.34;-0.42;585;743;158;7.15;8.68;1.53;287;288;1;0.9;0.0;-0.9
26/01/05 13:30;26/01/05;13.30;2;1.5;16.50;18.09;1.59;0.96;0.73;-0.23;14.66;13.40;-1.26;0.69;0.34;-0.35;0.98;0.34;-0.64;588;743;155;7.14;8.67;1.53;286;288;2;0.8;0.0;-0.8
26/01/05 13:31;26/01/05;13.31;2;1.5;16.56;18.12;1.56;0.79;0.73;-0.06;14.66;13.36;-1.3;0.84;0.34;-0.5;0.98;0.35;-0.63;592;743;151;7.14;8.66;1.52;286;288;2;0.8;0.0;-0.8
26/01/05 13:32;26/01/05;13.32;2;1.5;16.46;18.09;1.63;0.79;0.71;-0.08;14.56;13.41;-1.15;0.86;0.35;-0.51;0.99;0.36;-0.63;596;743;147;7.14;8.66;1.52;287;288;1;0.8;0.0;-0.8
26/01/05 13:33;26/01/05;13.33;2;1.5;16.46;18.12;1.66;0.94;0.71;-0.23;14.57;13.44;-1.13;0.87;0.35;-0.52;0.98;0.36;-0.62;597;743;146;7.14;8.66;1.52;286;288;2;0.8;0.0;-0.8
26/01/05 13:34;26/01/05;13.34;2;1.5;16.46;18.14;1.68;0.94;0.72;-0.22;14.64;13.45;-1.19;0.87;0.35;-0.52;0.96;0.36;-0.6;598;743;145;7.14;8.66;1.52;286;288;2;0.8;0.0;-0.8
26/01/05 13:35;26/01/05;13.35;2;1.5;16.40;18.16;1.76;0.94;0.72;-0.22;14.62;13.40;-1.22;0.87;0.35;-0.52;0.98;0.36;-0.62;599;742;143;7.14;8.66;1.52;286;288;2;1.0;0.0;-1
26/01/05 13:36;26/01/05;13.36;2;1.5;16.40;18.13;1.73;0.99;0.72;-0.27;14.67;13.38;-1.29;0.88;0.35;-0.53;0.96;0.36;-0.6;601;742;141;7.15;8.66;1.51;286;288;2;0.8;0.0;-0.8
26/01/05 13:37;26/01/05;13.37;2;1.5;16.38;18.13;1.75;0.99;0.72;-0.27;14.62;13.38;-1.24;0.87;0.35;-0.52;0.98;0.36;-0.62;604;742;138;7.14;8.66;1.52;286;288;2;0.8;0.0;-0.8
26/01/05 13:38;26/01/05;13.38;2;1.5;16.41;18.12;1.71;1.00;0.72;-0.28;14.61;13.46;-1.15;0.87;0.35;-0.52;0.98;0.37;-0.61;606;741;135;7.15;8.66;1.51;286;288;2;0.8;0.0;-0.8
26/01/05 13:39;26/01/05;13.39;2;1.5;16.40;18.14;1.74;1.00;0.72;-0.28;14.67;13.37;-1.3;0.87;0.36;-0.51;0.96;0.37;-0.59;608;741;133;7.15;8.66;1.51;286;288;2;0.9;0.2;-0.7
26/01/05 13:40;26/01/05;13.40;2;1.5;16.33;18.15;1.82;1.00;0.72;-0.28;14.61;13.35;-1.26;0.87;0.36;-0.51;0.98;0.37;-0.61;610;741;131;7.15;8.66;1.51;286;288;2;1.2;0.2;-1
26/01/05 13:41;26/01/05;13.41;2;1.5;16.37;18.15;1.78;1.00;0.72;-0.28;14.61;13.37;-1.24;0.88;0.35;-0.53;0.96;0.37;-0.59;611;741;130;7.15;8.66;1.51;286;288;2;0.8;0.2;-0.6
26/01/05 13:42;26/01/05;13.42;2;1.5;16.36;18.12;1.76;1.00;0.72;-0.28;14.68;13.38;-1.3;0.88;0.36;-0.52;0.98;0.38;-0.6;613;740;127;7.14;8.66;1.52;286;288;2;0.8;0.2;-0.6
26/01/05 13:43;26/01/05;13.43;2;1.5;16.34;18.12;1.78;1.00;0.72;-0.28;14.67;13.36;-1.31;0.88;0.38;-0.5;0.98;0.41;-0.57;615;740;125;7.15;8.66;1.51;286;288;2;0.8;0.2;-0.6
26/01/05 13:44;26/01/05;13.44;2;1.5;16.36;18.13;1.77;0.99;0.74;-0.25;14.66;13.34;-1.32;0.88;0.53;-0.35;0.95;0.59;-0.36;616;739;123;7.15;8.66;1.51;287;288;1;0.8;0.2;-0.6
26/01/05 13:45;26/01/05;13.45;2;1.5;16.32;18.12;1.8;1.00;0.74;-0.26;14.68;13.41;-1.27;0.87;0.67;-0.2;0.98;0.73;-0.25;617;739;122;7.15;8.67;1.52;287;288;1;0.8;0.2;-0.6
26/01/05 13:46;26/01/05;13.46;2;1.5;16.36;18.05;1.69;1.00;0.74;-0.26;14.66;13.39;-1.27;0.88;0.75;-0.13;0.95;0.81;-0.14;618;738;120;7.15;8.68;1.53;287;288;1;0.8;0.2;-0.6
26/01/05 13:47;26/01/05;13.47;2;1.5;16.37;18.00;1.63;1.00;0.94;-0.06;14.67;13.48;-1.19;0.88;0.79;-0.09;0.97;0.86;-0.11;619;738;119;7.15;8.69;1.54;286;288;2;0.9;0.2;-0.7
26/01/05 13:48;26/01/05;13.48;2;1.5;16.30;17.96;1.66;1.00;0.93;-0.07;14.68;13.38;-1.3;0.88;0.79;-0.09;0.98;0.83;-0.15;620;737;117;7.15;8.69;1.54;287;288;1;0.8;0.2;-0.6
26/01/05 13:49;26/01/05;13.49;2;1.5;16.32;18.00;1.68;1.00;1.00;0.0;14.63;13.43;-1.2;0.88;0.59;-0.29;0.95;0.61;-0.34;621;737;116;7.15;8.7;1.55;286;288;2;0.8;0.1;-0.7
26/01/05 13:50;26/01/05;13.50;2;1.5;16.27;17.99;1.72;1.00;1.00;0.0;14.67;13.44;-1.23;0.88;0.56;-0.32;0.97;0.61;-0.36;622;737;115;7.15;8.7;1.55;287;288;1;0.6;0.0;-0.6
26/01/05 13:51;26/01/05;13.51;2;1.5;16.34;18.01;1.67;0.99;1.00;0.01;14.65;13.45;-1.2;0.88;0.67;-0.21;0.95;0.73;-0.22;622;737;115;7.15;8.69;1.54;286;288;2;0.8;0.0;-0.8
26/01/05 13:52;26/01/05;13.52;2;1.5;16.35;18.01;1.66;0.99;0.86;-0.13;14.66;13.42;-1.24;0.87;0.76;-0.11;0.98;0.82;-0.16;622;737;115;7.16;8.69;1.53;287;288;1;0.8;0.0;-0.8
26/01/05 13:53;26/01/05;13.53;2;1.5;16.33;17.98;1.65;1.00;0.86;-0.14;14.66;13.45;-1.21;0.87;0.8;-0.07;0.99;0.87;-0.12;623;737;114;7.16;8.7;1.54;287;289;2;0.8;0.1;-0.7
26/01/05 13:54;26/01/05;13.54;2;1.5;16.37;17.99;1.62;1.00;1.00;0.0;14.68;13.40;-1.28;0.87;0.83;-0.04;0.96;0.89;-0.07;623;737;114;7.15;8.7;1.55;287;289;2;0.8;0.1;-0.7
26/01/05 13:55;26/01/05;13.55;2;1.5;16.29;17.97;1.68;1.00;1.00;0.0;14.63;13.44;-1.19;0.88;0.83;-0.05;1.00;0.89;-0.11;624;737;113;7.15;8.71;1.56;287;288;1;1.0;0.1;-0.9
26/01/05 13:56;26/01/05;13.56;2;1.5;16.36;17.96;1.6;1.00;1.00;0.0;14.65;13.42;-1.23;0.87;0.84;-0.03;0.99;0.9;-0.09;624;737;113;7.15;8.71;1.56;287;288;1;0.8;0.0;-0.8
26/01/05 13:57;26/01/05;13.57;2;1.5;16.36;17.95;1.59;1.00;1.02;0.02;14.66;13.42;-1.24;0.87;0.84;-0.03;1.01;0.9;-0.11;624;737;113;7.15;8.72;1.57;287;289;2;0.7;0.1;-0.6
26/01/05 13:58;26/01/05;13.58;2;1.5;16.32;17.92;1.6;0.99;1.02;0.03;14.66;13.45;-1.21;0.88;0.84;-0.04;1.02;0.9;-0.12;624;737;113;7.15;8.72;1.57;287;289;2;0.8;0.1;-0.7
26/01/05 13:59;26/01/05;13.59;2;1.5;16.34;17.93;1.59;0.99;1.02;0.03;14.62;13.46;-1.16;0.88;0.84;-0.04;0.99;0.9;-0.09;624;737;113;7.14;8.72;1.58;287;288;1;0.8;0.0;-0.8
