date;date(m/d/y);time;day;concentration;chloride_80ft(mg/L);chloride_1100ft(mg/L);CL2_80ft(PPM);CL2_1100ft(PPM);DO_YSI_80ft(mg/L);DO_YSI_1100ft(mg/L);FreeClorine_ATI_80ft(PPM);FreeClorine_ATI_1100ft(PPM);ORP_YSI_80ft(mV);ORP_YSI_1100ft(mV);pH_YSI_80ft;pH_YSI_1100ft;sp_cond_YSI_80ft(µS/cm);sp_cond_YSI_1100ft(µS/cm);turbidity_YSI_80ft(NTU+);turbidity_YSI_1100ft(NTU+)
1/06/05 15:26;1/06/05;15.26;1;2.2;53.04;62.05;0.19;0.98;5.39;11.5;0.79;0.37;571;741;8.08;8.66;371;0.0;0.6;0.1
1/06/05 15:27;1/06/05;15.27;1;2.2;52.52;62.33;0.19;0.98;5.39;11.55;0.85;0.25;573;741;8.08;8.66;371;0.0;0.5;0.1
1/06/05 15:28;1/06/05;15.28;1;2.2;52.92;62.69;0.69;0.39;5.39;11.63;0.86;0.18;577;741;8.09;8.65;371;0.0;0.5;0.0
1/06/05 15:29;1/06/05;15.29;1;2.2;52.72;62.75;0.69;0.39;5.39;11.48;0.87;0.15;582;741;8.09;8.65;371;0.0;0.5;0.0
1/06/05 15:30;1/06/05;15.30;1;2.2;52.75;62.86;0.95;0.39;5.39;11.59;0.87;0.13;587;741;8.09;8.65;371;0.0;0.5;0.0
1/06/05 15:31;1/06/05;15.31;1;2.2;52.57;63.18;0.95;0.23;5.39;11.59;0.87;0.12;591;741;8.1;8.65;371;0.0;0.5;0.0
1/06/05 15:32;1/06/05;15.32;1;2.2;52.23;63.06;0.95;0.23;5.39;11.5;0.87;0.11;596;740;8.1;8.65;371;0.0;0.6;0.0
1/06/05 15:33;1/06/05;15.33;1;2.2;52.58;63.23;1.00;0.2;5.39;11.52;0.88;0.11;599;740;8.1;8.65;371;0.0;0.5;0.1
1/06/05 15:34;1/06/05;15.34;1;2.2;52.61;63.27;1.00;0.2;5.39;11.49;0.88;0.1;603;739;8.1;8.65;371;0.0;0.6;0.1
1/06/05 15:35;1/06/05;15.35;1;2.2;52.55;63.42;1.01;0.2;5.38;11.54;0.88;0.1;606;739;8.1;8.65;371;0.0;0.6;0.1
1/06/05 15:36;1/06/05;15.36;1;2.2;52.54;63.54;1.01;0.19;5.39;11.49;0.88;0.1;609;739;8.1;8.65;371;0.0;0.6;0.1
1/06/05 15:37;1/06/05;15.37;1;2.2;52.21;63.53;1.01;0.19;5.38;11.63;0.88;0.1;611;738;8.11;8.65;371;0.0;0.6;0.1
1/06/05 15:38;1/06/05;15.38;1;2.2;52.46;63.38;1.01;0.2;5.38;11.57;0.88;0.1;614;738;8.11;8.65;371;0.0;0.6;0.1
1/06/05 15:39;1/06/05;15.39;1;2.2;52.53;63.6;1.01;0.2;5.38;11.49;0.87;0.1;616;737;8.11;8.65;371;0.0;0.6;0.1
1/06/05 15:40;1/06/05;15.40;1;2.2;52.41;63.62;1.01;0.2;5.38;11.45;0.87;0.1;618;737;8.11;8.65;371;0.0;0.6;0.1
1/06/05 15:41;1/06/05;15.41;1;2.2;52.49;63.88;1.01;0.2;5.38;11.52;0.87;0.1;619;737;8.11;8.65;371;0.0;0.5;0.1
1/06/05 15:42;1/06/05;15.42;1;2.2;52.06;63.56;1.01;0.21;5.38;11.55;0.88;0.1;621;736;8.11;8.65;371;0.0;0.6;0.1
1/06/05 15:43;1/06/05;15.43;1;2.2;52.48;63.55;1.02;0.21;5.38;11.58;0.88;0.11;622;736;8.11;8.65;371;0.0;0.6;0.1
1/06/05 15:44;1/06/05;15.44;1;2.2;52.49;63.74;1.02;0.21;5.38;11.51;0.88;0.18;624;736;8.1;8.65;371;0.0;0.5;0.1
1/06/05 15:45;1/06/05;15.45;1;2.2;52.48;63.72;1.01;0.21;5.38;11.57;0.88;0.36;625;735;8.11;8.65;371;0.0;0.6;0.1
1/06/05 15:46;1/06/05;15.46;1;2.2;52.55;63.55;1.01;0.3;5.38;11.46;0.88;0.55;626;735;8.1;8.65;371;0.0;0.6;0.1
1/06/05 15:47;1/06/05;15.47;1;2.2;52.11;63.24;1.01;0.3;5.37;11.59;0.88;0.66;627;734;8.11;8.65;371;0.0;0.6;0.1
1/06/05 15:48;1/06/05;15.48;1;2.2;52.48;62.98;1.01;0.85;5.37;11.53;0.88;0.71;628;734;8.1;8.65;371;0.0;0.6;0.1
1/06/05 15:49;1/06/05;15.49;1;2.2;52.44;62.95;1.01;0.85;5.38;11.52;0.88;0.74;629;734;8.1;8.66;371;0.0;0.6;0.1
1/06/05 15:50;1/06/05;15.50;1;2.2;52.35;62.78;1.01;0.85;5.38;11.5;0.88;0.75;630;734;8.1;8.66;371;0.0;0.5;0.1
1/06/05 15:51;1/06/05;15.51;1;2.2;52.41;62.69;1.01;1.01;5.37;11.5;0.88;0.76;631;734;8.1;8.66;371;0.0;0.6;0.1
1/06/05 15:52;1/06/05;15.52;1;2.2;52.03;62.57;1.01;1.00;5.37;11.44;0.88;0.76;632;734;8.11;8.66;371;0.0;0.6;0.1
1/06/05 15:53;1/06/05;15.53;1;2.2;52.35;62.45;1.01;1.02;5.37;11.6;0.88;0.77;632;734;8.1;8.66;371;0.0;0.5;0.1
1/06/05 15:54;1/06/05;15.54;1;2.2;52.47;62.59;1.01;1.02;5.36;11.6;0.88;0.77;633;734;8.1;8.66;371;0.0;0.6;0.1
1/06/05 15:55;1/06/05;15.55;1;2.2;52.38;62.53;1.01;1.03;5.37;11.52;0.88;0.77;634;734;8.1;8.66;371;0.0;0.5;0.1
1/06/05 15:56;1/06/05;15.56;1;2.2;52.44;62.44;1.01;1.04;5.37;11.54;0.88;0.77;634;734;8.1;8.66;371;0.0;0.6;0.1
1/06/05 15:57;1/06/05;15.57;1;2.2;52.04;62.38;1.01;1.04;5.36;11.53;0.88;0.77;635;734;8.1;8.66;371;0.0;0.5;0.1
1/06/05 15:58;1/06/05;15.58;1;2.2;52.41;62.36;1.01;1.03;5.36;11.46;0.88;0.77;635;734;8.1;8.66;371;0.0;0.5;0.0
1/06/05 15:59;1/06/05;15.59;1;2.2;52.38;62.36;1.01;1.03;5.36;11.51;0.88;0.77;636;735;8.09;8.66;371;0.0;0.6;0.0
1/06/05 16:00;1/06/05;16.00;1;2.2;52.45;57.76;1.01;1.03;5.36;11.63;0.88;0.77;636;735;8.1;8.66;371;0.0;0.6;0.0
1/06/05 16:01;1/06/05;16.01;1;2.2;52.38;62.38;1.01;1.03;5.36;11.47;0.88;0.77;637;735;8.1;8.66;371;0.0;0.5;0.0
1/06/05 16:02;1/06/05;16.02;1;2.2;51.94;62.24;1.01;1.03;5.36;11.49;0.88;0.77;637;735;8.1;8.66;371;0.0;0.5;0.0
1/06/05 16:03;1/06/05;16.03;1;2.2;52.4;62.29;1.02;1.03;5.36;11.52;0.88;0.77;637;735;8.09;8.66;371;0.0;0.5;0.1
1/06/05 16:04;1/06/05;16.04;1;2.2;52.35;62.25;1.02;1.03;5.36;11.42;0.88;0.77;637;735;8.09;8.66;371;0.0;0.6;0.1
1/06/05 16:05;1/06/05;16.05;1;2.2;52.37;62.28;1.01;1.03;5.36;11.61;0.88;0.77;637;735;8.1;8.66;371;0.0;0.6;0.0
1/06/05 16:06;1/06/05;16.06;1;2.2;52.36;62.26;1.01;1.04;5.36;11.56;0.88;0.77;638;735;8.09;8.66;371;0.0;0.6;0.1
1/06/05 16:07;1/06/05;16.07;1;2.2;52.00;62.19;1.01;1.04;5.35;11.46;0.88;0.77;638;735;8.09;8.66;371;0.0;0.5;0.1
1/06/05 16:08;1/06/05;16.08;1;2.2;52.35;62.23;1.01;1.04;5.36;11.55;0.88;0.77;638;735;8.1;8.66;371;0.0;0.5;0.2
1/06/05 16:09;1/06/05;16.09;1;2.2;52.35;62.17;1.01;1.04;5.35;11.47;0.88;0.77;638;735;8.09;8.66;371;0.0;0.5;0.2
1/06/05 16:10;1/06/05;16.10;1;2.2;52.41;62.1;1.01;1.04;5.35;11.46;0.88;0.77;638;735;8.09;8.66;371;0.0;0.6;0.2
1/06/05 16:11;1/06/05;16.11;1;2.2;52.32;62.13;1.01;1.04;5.35;11.47;0.88;0.77;639;735;8.09;8.66;371;0.0;0.5;0.2
1/06/05 16:12;1/06/05;16.12;1;2.2;52.06;62.14;1.01;1.04;5.35;11.5;0.88;0.77;639;736;8.08;8.66;371;0.0;0.6;0.2
1/06/05 16:13;1/06/05;16.13;1;2.2;52.38;62.15;1.01;1.04;5.35;11.54;0.88;0.77;639;736;8.09;8.66;371;0.0;0.6;0.0
1/06/05 16:14;1/06/05;16.14;1;2.2;52.31;62.13;1.01;1.04;5.35;11.48;0.88;0.77;639;736;8.09;8.66;371;0.0;0.5;0.0
1/06/05 16:15;1/06/05;16.15;1;2.2;52.38;62.15;1.01;1.04;5.35;11.52;0.88;0.77;639;736;8.09;8.66;371;0.0;0.5;0.0
1/27/05 10:45;1/27/05;10.45;2;0.0;17.00;18.97;0.99;1.02;14.88;13.72;0.89;0.89;610;730;7.2;8.73;292;294;0.8;0.0
1/27/05 10:46;1/27/05;10.46;2;0.0;17.09;18.94;0.99;1.02;14.87;13.67;0.89;0.89;610;730;7.2;8.73;292;294;0.8;0.0
1/27/05 10:47;1/27/05;10.47;2;0.0;17.11;18.96;0.99;1.02;14.94;13.6;0.89;0.89;609;730;7.19;8.73;293;294;0.8;0.0
1/27/05 10:48;1/27/05;10.48;2;0.0;17.13;18.95;0.99;1.02;14.91;13.72;0.89;0.88;609;730;7.19;8.73;292;294;0.8;0.0
1/27/05 10:49;1/27/05;10.49;2;0.0;17.11;18.99;0.99;1.02;14.85;13.74;0.89;0.89;609;730;7.2;8.73;293;294;0.8;0.0
1/27/05 10:50;1/27/05;10.50;2;0.0;17.11;19.00;0.99;1.02;14.87;13.71;0.89;0.89;609;730;7.19;8.74;293;294;0.8;0.0
1/27/05 10:51;1/27/05;10.51;2;0.0;17.15;19.00;0.99;1.02;14.87;13.71;0.89;0.89;609;730;7.2;8.73;293;295;0.8;0.0
1/27/05 10:52;1/27/05;10.52;2;0.0;17.15;19.03;0.99;1.02;14.82;13.67;0.89;0.89;609;730;7.19;8.73;293;294;0.9;0.0
1/27/05 10:53;1/27/05;10.53;2;0.0;17.09;19.06;0.99;1.02;14.88;13.69;0.89;0.88;610;730;7.2;8.73;293;294;0.8;0.0
1/27/05 10:54;1/27/05;10.54;2;0.0;17.14;19.03;0.99;1.01;14.84;13.73;0.89;0.89;610;731;7.2;8.73;292;295;0.8;0.2
1/27/05 10:55;1/27/05;10.55;2;0.0;17.09;18.99;0.99;1.01;14.85;13.73;0.89;0.89;609;731;7.2;8.74;292;294;0.7;0.2
1/27/05 10:56;1/27/05;10.56;2;0.0;17.16;19.01;0.99;1.01;14.77;13.74;0.89;0.89;609;731;7.2;8.73;292;294;0.9;0.2
1/27/05 10:57;1/27/05;10.57;2;0.0;17.14;19.02;0.99;1.01;14.89;13.64;0.89;0.88;609;731;7.2;8.73;293;294;0.8;0.2
1/27/05 10:58;1/27/05;10.58;2;0.0;17.08;19.07;0.99;1.01;14.86;13.75;0.89;0.89;610;731;7.2;8.73;292;294;0.9;0.2
1/27/05 10:59;1/27/05;10.59;2;0.0;17.1;19.1;0.99;1.02;14.83;13.65;0.89;0.89;610;731;7.2;8.74;292;294;0.8;0.2
1/27/05 11:00;1/27/05;11.00;2;0.0;17.21;18.94;0.99;1.02;14.81;13.71;0.89;0.89;610;731;7.2;8.73;293;294;0.7;0.2
1/27/05 11:01;1/27/05;11.01;2;0.0;17.14;19.12;0.99;1.02;14.95;13.72;0.89;0.88;610;731;7.21;8.74;293;294;0.8;0.2
1/27/05 11:02;1/27/05;11.02;2;0.0;17.2;19.09;0.99;1.02;14.93;13.68;0.89;0.89;610;731;7.2;8.74;293;295;0.8;0.1
1/27/05 11:03;1/27/05;11.03;2;0.0;17.15;19.15;0.99;1.02;14.85;13.66;0.89;0.89;610;731;7.2;8.74;293;295;0.9;0.2
1/27/05 11:04;1/27/05;11.04;2;0.0;17.2;19.11;0.99;1.01;14.86;13.66;0.89;0.89;610;731;7.2;8.74;293;295;0.9;0.2
1/27/05 11:05;1/27/05;11.05;2;0.0;17.15;19.1;0.99;1.01;14.83;13.7;0.89;0.88;611;731;7.2;8.73;292;294;0.6;0.2
1/27/05 11:06;1/27/05;11.06;2;0.0;17.2;19.11;0.99;1.01;14.87;13.75;0.89;0.88;610;731;7.19;8.74;292;295;0.8;0.2
1/27/05 11:07;1/27/05;11.07;2;0.0;17.2;19.11;0.99;1.01;14.86;13.7;0.89;0.89;610;731;7.2;8.73;293;295;0.8;0.2
1/27/05 11:08;1/27/05;11.08;2;0.0;17.18;19.1;0.99;1.01;14.84;13.69;0.89;0.88;611;731;7.19;8.74;293;295;0.8;0.2
1/27/05 11:09;1/27/05;11.09;2;0.0;17.19;19.08;0.99;1.02;14.83;13.7;0.89;0.89;611;731;7.19;8.74;293;294;0.8;0.0
1/27/05 11:10;1/27/05;11.10;2;0.0;17.15;19.09;0.99;1.02;14.93;13.73;0.89;0.89;611;731;7.19;8.74;292;294;0.8;0.0
1/27/05 11:11;1/27/05;11.11;2;0.0;17.14;19.15;0.99;1.01;14.88;13.68;0.89;0.88;611;731;7.2;8.74;293;294;0.8;0.0
1/27/05 11:12;1/27/05;11.12;2;0.0;17.16;19.17;0.99;1.01;14.97;13.73;0.89;0.89;611;731;7.19;8.74;293;295;0.8;0.0
1/27/05 11:13;1/27/05;11.13;2;0.0;17.25;19.15;0.99;1.01;14.84;13.69;0.89;0.88;611;731;7.2;8.74;293;295;0.8;0.0
1/27/05 11:14;1/27/05;11.14;2;0.0;17.18;19.23;0.99;1.01;14.84;13.71;0.89;0.88;610;731;7.19;8.74;293;295;0.8;0.1
1/27/05 11:15;1/27/05;11.15;2;0.0;17.14;19.03;0.99;1.01;14.93;13.64;0.89;0.89;610;731;7.19;8.74;293;295;0.8;0.1
1/27/05 11:16;1/27/05;11.16;2;0.2;17.16;19.16;0.99;1.02;14.91;13.69;0.89;0.89;610;731;7.19;8.74;293;295;0.8;0.1
1/27/05 11:17;1/27/05;11.17;2;0.2;17.23;19.13;0.99;1.02;14.96;13.69;0.89;0.89;610;731;7.19;8.74;293;295;0.8;0.1
1/27/05 11:18;1/27/05;11.18;2;0.2;17.21;19.11;0.99;1.02;14.95;13.75;0.89;0.88;610;731;7.2;8.74;293;295;0.9;0.1
1/27/05 11:19;1/27/05;11.19;2;0.2;17.14;19.14;0.99;1.01;14.97;13.65;0.89;0.89;611;731;7.19;8.74;293;295;0.9;0.1
1/27/05 11:20;1/27/05;11.20;2;0.2;17.1;18.95;0.99;1.01;14.87;13.72;0.88;0.89;611;731;7.19;8.74;293;295;0.7;0.1
1/27/05 11:21;1/27/05;11.21;2;0.2;17.13;19.13;0.99;1.01;14.92;13.75;0.85;0.89;611;731;7.19;8.74;292;294;0.8;0.1
1/27/05 11:22;1/27/05;11.22;2;0.2;17.13;19.12;0.97;1.01;14.89;13.76;0.82;0.89;611;731;7.2;8.74;293;294;0.8;0.1
1/27/05 11:23;1/27/05;11.23;2;0.2;17.15;18.96;0.97;1.01;14.84;13.7;0.82;0.89;610;731;7.2;8.74;292;295;0.8;0.1
1/27/05 11:24;1/27/05;11.24;2;0.2;17.2;19.15;0.97;1.02;14.94;13.75;0.82;0.89;610;731;7.19;8.74;293;294;0.8;0.0
1/27/05 11:25;1/27/05;11.25;2;0.2;17.23;19.08;0.92;1.02;14.84;13.69;0.82;0.89;610;731;7.2;8.74;293;294;0.5;0.0
1/27/05 11:26;1/27/05;11.26;2;0.2;17.33;19.12;0.92;1.02;14.84;13.78;0.82;0.89;610;731;7.2;8.74;293;294;0.9;0.1
1/27/05 11:27;1/27/05;11.27;2;0.2;17.32;19.14;0.91;1.02;14.83;13.67;0.82;0.89;609;731;7.2;8.74;293;294;0.9;0.1
1/27/05 11:28;1/27/05;11.28;2;0.2;17.3;19.13;0.91;1.02;14.77;13.76;0.81;0.89;609;731;7.2;8.74;293;295;0.9;0.0
1/27/05 11:29;1/27/05;11.29;2;0.2;17.31;19.15;0.91;1.01;14.8;13.74;0.81;0.89;608;731;7.2;8.74;293;295;0.9;0.1
1/27/05 11:30;1/27/05;11.30;2;0.2;17.23;19.18;0.9;1.01;14.81;13.64;0.82;0.89;608;731;7.19;8.74;293;295;0.9;0.1
1/27/05 11:31;1/27/05;11.31;2;0.2;17.31;19.15;0.9;1.02;14.81;13.7;0.81;0.89;606;731;7.21;8.74;293;295;0.8;0.1
1/27/05 11:32;1/27/05;11.32;2;0.2;17.33;19.17;0.9;1.02;14.9;13.65;0.81;0.89;606;731;7.2;8.74;293;295;0.8;0.1
1/27/05 11:33;1/27/05;11.33;2;0.2;17.31;19.15;0.9;1.02;14.84;13.62;0.82;0.89;605;731;7.2;8.74;293;295;0.9;0.1
1/27/05 11:34;1/27/05;11.34;2;0.2;17.32;19.19;0.9;1.02;14.88;13.65;0.82;0.89;605;731;7.21;8.74;293;295;0.8;0.0
1/27/05 11:35;1/27/05;11.35;2;0.2;17.29;19.15;0.9;1.02;14.89;13.6;0.81;0.89;604;731;7.2;8.74;293;295;0.7;0.0
1/27/05 11:36;1/27/05;11.36;2;0.2;17.24;19.2;0.9;1.01;14.9;13.69;0.81;0.89;604;731;7.2;8.74;293;295;0.8;0.0
1/27/05 11:37;1/27/05;11.37;2;0.2;17.3;19.24;0.9;1.01;14.83;13.71;0.81;0.89;604;731;7.2;8.74;293;295;0.8;0.0
1/27/05 11:38;1/27/05;11.38;2;0.2;17.35;19.21;0.9;1.01;14.88;13.69;0.81;0.88;603;731;7.21;8.74;293;295;0.8;0.0
1/27/05 11:39;1/27/05;11.39;2;0.2;17.38;19.24;0.9;1.01;14.9;13.67;0.81;0.88;603;731;7.2;8.74;293;295;0.8;0.1
1/27/05 11:40;1/27/05;11.40;2;0.2;17.24;19.23;0.9;1.01;14.82;13.72;0.83;0.88;603;732;7.2;8.74;293;295;0.8;0.0
1/27/05 11:41;1/27/05;11.41;2;0.2;17.29;19.23;0.9;1.0;14.87;13.68;0.87;0.87;602;732;7.2;8.74;293;295;0.9;0.1
1/27/05 11:42;1/27/05;11.42;2;0.2;17.32;19.21;0.92;1.0;14.9;13.74;0.88;0.85;602;732;7.2;8.74;293;295;0.8;0.1
1/27/05 11:43;1/27/05;11.43;2;0.2;17.32;19.19;0.92;1.0;14.9;13.74;0.88;0.83;602;732;7.2;8.74;293;295;0.8;0.1
1/27/05 11:44;1/27/05;11.44;2;0.2;17.26;19.26;0.92;0.96;14.86;13.59;0.89;0.83;601;732;7.2;8.74;293;295;0.8;0.0
1/27/05 11:45;1/27/05;11.45;2;0.2;17.21;19.23;0.98;0.96;14.82;13.6;0.89;0.82;602;732;7.19;8.74;293;294;0.8;0.0
1/27/05 11:46;1/27/05;11.46;2;0.2;17.3;19.22;0.98;0.94;14.88;13.58;0.89;0.82;602;732;7.2;8.74;293;294;0.8;0.0
1/27/05 11:47;1/27/05;11.47;2;0.2;17.27;19.24;0.98;0.94;14.84;13.64;0.89;0.82;602;732;7.19;8.74;293;295;0.9;0.1
1/27/05 11:48;1/27/05;11.48;2;0.2;17.24;19.23;0.98;0.93;14.89;13.63;0.89;0.82;603;732;7.2;8.74;293;294;0.8;0.0
1/27/05 11:49;1/27/05;11.49;2;0.2;17.31;19.23;0.98;0.94;14.91;13.61;0.89;0.82;604;732;7.2;8.74;293;295;0.9;0.1
1/27/05 11:50;1/27/05;11.50;2;0.2;17.24;19.23;0.99;0.93;14.86;13.66;0.89;0.82;604;732;7.2;8.74;293;295;0.1;0.1
1/27/05 11:51;1/27/05;11.51;2;0.2;17.27;19.22;0.99;0.92;14.81;13.77;0.89;0.82;605;732;7.2;8.74;293;294;0.9;0.0
1/27/05 11:52;1/27/05;11.52;2;0.2;17.29;19.22;0.99;0.92;14.89;13.69;0.89;0.82;605;732;7.2;8.74;293;295;0.9;0.1
1/27/05 11:53;1/27/05;11.53;2;0.2;17.23;19.13;0.99;0.92;14.87;13.66;0.89;0.82;606;732;7.2;8.74;293;295;0.8;0.0
1/27/05 11:54;1/27/05;11.54;2;0.2;17.25;19.28;0.99;0.93;14.84;13.7;0.89;0.82;606;732;7.19;8.74;293;295;0.8;0.1
1/27/05 11:55;1/27/05;11.55;2;0.2;17.24;19.23;0.99;0.93;14.88;13.69;0.89;0.82;606;732;7.2;8.74;293;295;0.3;0.0
1/27/05 11:56;1/27/05;11.56;2;0.2;17.28;19.23;0.99;0.92;14.91;13.7;0.89;0.82;606;732;7.2;8.74;293;295;0.9;0.0
1/27/05 11:57;1/27/05;11.57;2;0.2;17.27;19.24;0.98;0.92;14.84;13.68;0.89;0.82;606;732;7.19;8.74;293;295;0.9;0.0
1/27/05 11:58;1/27/05;11.58;2;0.2;17.23;19.24;0.98;0.92;14.87;13.73;0.89;0.82;606;732;7.19;8.74;293;295;0.8;0.0
1/27/05 11:59;1/27/05;11.59;2;0.2;17.28;19.25;0.98;0.92;14.78;13.73;0.89;0.82;606;732;7.19;8.74;293;295;0.8;0.1
1/27/05 12:00;1/27/05;12.00;2;0.2;17.25;19.1;0.99;0.92;14.87;13.66;0.89;0.82;606;732;7.2;8.73;293;295;0.9;0.2
1/27/05 12:01;1/27/05;12.01;2;0.2;17.26;19.27;0.99;0.93;14.83;13.74;0.89;0.85;606;732;7.19;8.74;293;295;0.8;0.2
1/27/05 12:02;1/27/05;12.02;2;0.2;17.24;19.25;0.99;0.93;14.86;13.73;0.89;0.87;606;732;7.2;8.74;293;295;0.9;0.2
1/27/05 12:03;1/27/05;12.03;2;0.2;17.24;19.25;0.99;0.93;14.84;13.66;0.89;0.88;606;732;7.2;8.75;293;295;0.9;0.2
1/27/05 12:04;1/27/05;12.04;2;0.2;17.31;19.21;0.99;0.98;14.9;13.77;0.89;0.89;606;732;7.2;8.74;293;295;0.9;0.2
1/27/05 12:05;1/27/05;12.05;2;0.2;17.2;19.2;0.98;0.98;14.83;13.69;0.89;0.89;606;732;7.2;8.75;293;295;0.5;0.2
1/27/05 12:06;1/27/05;12.06;2;0.2;17.24;19.1;0.98;1.0;14.87;13.78;0.89;0.89;606;732;7.2;8.74;293;295;0.9;0.2
1/27/05 12:07;1/27/05;12.07;2;0.2;17.21;19.1;0.98;1.0;14.87;13.6;0.89;0.89;606;732;7.2;8.75;293;295;0.9;0.2
1/27/05 12:08;1/27/05;12.08;2;0.2;17.32;19.11;0.98;1.0;14.91;13.65;0.89;0.89;606;731;7.2;8.74;293;295;0.9;0.2
1/27/05 12:09;1/27/05;12.09;2;0.2;17.32;19.14;0.98;1.0;14.82;13.73;0.89;0.89;606;731;7.21;8.75;293;295;0.8;0.4
1/27/05 12:10;1/27/05;12.10;2;0.2;17.22;19.15;0.98;1.0;14.9;13.67;0.89;0.89;606;731;7.2;8.74;293;295;0.5;0.3
1/27/05 12:11;1/27/05;12.11;2;0.2;17.24;19.12;0.98;1.01;14.88;13.62;0.89;0.89;606;731;7.2;8.75;293;295;0.8;0.3
1/27/05 12:12;1/27/05;12.12;2;0.2;17.31;19.18;0.98;1.01;14.9;13.6;0.89;0.89;606;731;7.2;8.75;293;295;0.9;0.3
1/27/05 12:13;1/27/05;12.13;2;0.2;17.27;19.13;0.98;1.01;14.85;13.64;0.89;0.89;606;731;7.2;8.75;293;295;0.8;0.3
1/27/05 12:14;1/27/05;12.14;2;0.2;17.26;19.15;0.98;1.0;14.9;13.71;0.89;0.89;606;731;7.2;8.74;293;295;0.8;0.1
1/27/05 12:15;1/27/05;12.15;2;0.2;17.21;19.22;0.98;1.0;14.85;13.65;0.89;0.89;606;731;7.2;8.74;293;295;0.6;0.0
1/27/05 12:16;1/27/05;12.16;2;0.2;17.25;19.15;0.98;1.0;14.84;13.6;0.89;0.89;606;731;7.2;8.75;293;295;0.7;0.1
1/27/05 12:17;1/27/05;12.17;2;0.2;17.31;19.19;0.99;1.0;14.84;13.62;0.89;0.89;605;731;7.2;8.74;293;295;0.9;0.1
1/27/05 12:18;1/27/05;12.18;2;0.2;17.25;19.2;0.99;1.0;14.86;13.72;0.89;0.89;605;731;7.2;8.75;293;295;0.8;0.1
1/27/05 12:19;1/27/05;12.19;2;0.2;17.26;19.22;0.99;1.0;14.87;13.74;0.89;0.89;605;731;7.2;8.74;293;295;0.8;0.0
1/27/05 12:20;1/27/05;12.20;2;0.2;17.25;19.15;0.98;1.0;14.82;13.55;0.89;0.89;605;731;7.2;8.75;293;295;0.9;0.0
1/27/05 12:21;1/27/05;12.21;2;0.2;17.23;19.19;0.98;1.0;14.86;13.5;0.89;0.9;604;732;7.2;8.75;293;295;0.9;0.0
1/27/05 12:22;1/27/05;12.22;2;0.2;17.22;19.19;0.99;1.0;14.84;13.67;0.89;0.89;605;732;7.21;8.75;293;295;0.8;0.0
1/27/05 12:23;1/27/05;12.23;2;0.2;17.27;19.13;0.99;1.0;14.87;13.64;0.89;0.89;606;732;7.21;8.75;293;295;0.8;0.0
1/27/05 12:24;1/27/05;12.24;2;0.2;17.26;19.07;0.99;1.01;14.81;13.59;0.89;0.9;606;732;7.2;8.75;293;295;0.9;0.0
1/27/05 12:25;1/27/05;12.25;2;0.2;17.19;19.07;0.98;1.01;14.83;13.73;0.89;0.89;605;732;7.2;8.74;293;295;0.6;0.0
1/27/05 12:26;1/27/05;12.26;2;0.2;17.24;19.17;0.99;1.01;14.79;13.58;0.89;0.9;605;732;7.2;8.74;293;295;0.9;0.0
1/27/05 12:27;1/27/05;12.27;2;0.2;17.25;19.09;0.98;1.01;14.83;13.67;0.89;0.9;604;732;7.21;8.74;293;295;0.9;0.0
1/27/05 12:28;1/27/05;12.28;2;0.2;17.26;19.16;0.98;1.01;14.84;13.61;0.89;0.9;604;732;7.21;8.74;293;295;0.9;0.0
1/27/05 12:29;1/27/05;12.29;2;0.2;17.27;19.16;0.98;1.01;14.88;13.67;0.89;0.9;604;732;7.21;8.75;293;295;0.9;0.1
1/27/05 12:30;1/27/05;12.30;2;0.2;17.22;19.08;0.98;1.01;14.83;13.64;0.89;0.9;604;732;7.21;8.75;293;295;0.9;0.1
1/27/05 13:15;1/27/05;13.15;2;0.0;17.21;19.07;0.98;1.0;14.77;13.59;0.89;0.89;603;730;7.21;8.75;293;295;1.0;0.1
1/27/05 13:16;1/27/05;13.16;2;0.0;17.27;19.14;0.98;1.0;14.81;13.58;0.89;0.89;602;730;7.2;8.75;293;295;0.9;0.1
1/27/05 13:17;1/27/05;13.17;2;0.0;17.25;19.08;0.98;1.01;14.77;13.62;0.88;0.89;602;730;7.2;8.75;293;295;0.8;0.1
1/27/05 13:18;1/27/05;13.18;2;0.0;17.26;19.04;0.98;1.0;14.73;13.56;0.88;0.89;602;730;7.21;8.75;293;295;0.8;0.1
1/27/05 13:19;1/27/05;13.19;2;0.0;17.26;19.06;0.98;1.0;14.79;13.52;0.89;0.9;603;730;7.21;8.75;293;295;0.8;0.0
1/27/05 13:20;1/27/05;13.20;2;0.0;17.21;19.07;0.98;1.0;14.71;13.49;0.88;0.9;603;730;7.2;8.75;293;295;0.6;0.0
1/27/05 13:21;1/27/05;13.21;2;0.0;17.26;19.06;0.98;1.0;14.76;13.51;0.88;0.9;603;730;7.2;8.75;293;295;0.8;0.0
1/27/05 13:22;1/27/05;13.22;2;0.0;17.24;19.06;0.98;1.0;14.75;13.55;0.88;0.9;603;730;7.2;8.75;293;295;0.8;0.0
1/27/05 13:23;1/27/05;13.23;2;0.0;17.26;19.01;0.98;1.0;14.8;13.7;0.89;0.9;603;730;7.2;8.75;293;295;0.8;0.0
1/27/05 13:24;1/27/05;13.24;2;0.0;17.22;19.03;0.98;1.0;14.75;13.64;0.89;0.9;603;730;7.2;8.75;293;295;0.8;0.1
